"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","96","%","8987"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","92","%","28085"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","90","%","14393"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","94","%","13692"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","91","%","35640"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","89","%","18088"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","94","%","17552"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","92","%","23991"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","90","%","12171"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","94","%","11820"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","90","%","6800"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","88","%","3412"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","93","%","3388"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","94","%","2971"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","92","%","1534"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","95","%","1437"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","92","%","37789"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","90","%","19225"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","94","%","18564"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","94","%","8851"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","93","%","4592"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","96","%","4259"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","92","%","5491"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","91","%","2767"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","94","%","2724"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","90","%","9791"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","87","%","4932"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","93","%","4859"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","92","%","13656"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","90","%","6934"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","94","%","6722"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","91","%","476343"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","89","%","244085"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","94","%","232258"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","92","%","427860"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","90","%","219156"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","94","%","208704"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","91","%","1717"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","89","%","895"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","93","%","822"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","60","%","597"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","57","%","320"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","63","%","277"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","60","%","2381"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","56","%","1225"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","64","%","1156"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","89","%","43788"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","87","%","22489"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","91","%","21299"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","89","%","11692"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","88","%","6008"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","91","%","5684"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","73","%","6996"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","70","%","3592"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","76","%","3404"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","93","%","11267"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","89","%","4849"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","91","%","5719"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","87","%","2505"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","92","%","2344"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","95","%","5548"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","92","%","652013"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","90","%","334233"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","94","%","317780"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","93","%","67994"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","91","%","34926"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","95","%","33068"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","92","%","10220"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","90","%","5175"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","95","%","5045"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","95","%","19096"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","94","%","9879"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","97","%","9217"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","92","%","27313"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","90","%","14014"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","94","%","13299"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","93","%","11365"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","91","%","5858"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","95","%","5507"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","92","%","35871"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","89","%","18112"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","94","%","17759"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","92","%","24566"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","90","%","12350"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","95","%","12216"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","90","%","6403"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","88","%","3281"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","93","%","3122"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","91","%","4902"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","89","%","2481"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","93","%","2421"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","95","%","3132"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","94","%","1602"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","96","%","1530"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","92","%","40144"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","90","%","20535"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","95","%","19609"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","94","%","9560"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","92","%","4840"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","96","%","4720"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","92","%","5610"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","91","%","2841"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","94","%","2769"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","91","%","10295"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","88","%","5251"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","94","%","5044"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","93","%","14679"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","91","%","7603"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","95","%","7076"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","92","%","485714"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","90","%","249227"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","94","%","236487"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","92","%","434281"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","90","%","222886"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","94","%","211395"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","91","%","1648"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","90","%","866"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","92","%","782"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","60","%","634"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","54","%","317"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","67","%","317"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","All","61","%","2424"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","All","57","%","1256"
"Percentage of pupils meeting the expected standard of phonic decoding by the end of year 2","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","All","65","%","1168"
