"Title","Phonics attainments for children aged 5 to 7 (key stage 1)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","2018-08-01"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Gender","Value","Value_Type","Denominator"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","All","80","%","7751"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicester","E06000016","All","77","%","4682"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Hillingdon","E09000017","All","83","%","4199"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Bromley","E09000006","All","88","%","4064"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Croydon","E09000008","All","82","%","4898"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Southwark","E09000028","All","84","%","3519"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Haringey","E09000014","All","83","%","3152"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Havering","E09000016","All","85","%","3205"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Croydon","E09000008","All","79","%","4916"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Harrow","E09000015","All","87","%","3168"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Bexley","E09000004","All","85","%","3272"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Enfield","E09000010","All","79","%","4657"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Newham","E09000025","All","88","%","5025"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Barking and Dagenham","E09000002","All","80","%","3726"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Wandsworth","E09000032","All","85","%","2912"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Brent","E09000005","All","82","%","3977"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Hillingdon","E09000017","All","83","%","4081"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Islington","E09000019","All","80","%","2108"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Islington","E09000019","All","82","%","2096"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Ealing","E09000009","All","82","%","4653"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Lewisham","E09000023","All","81","%","3855"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Westminster","E09000033","All","87","%","1498"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Richmond upon Thames","E09000027","All","89","%","2560"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Haringey","E09000014","All","82","%","3223"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Brent","E09000005","All","81","%","3980"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Bromley","E09000006","All","86","%","4054"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Tower Hamlets","E09000030","All","82","%","3416"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Wandsworth","E09000032","All","86","%","2844"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Hackney","E09000012","All","86","%","2756"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Ealing","E09000009","All","83","%","4594"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Southwark","E09000028","All","82","%","3479"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Sutton","E09000029","All","84","%","2554"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Newham","E09000025","All","87","%","4948"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Richmond upon Thames","E09000027","All","89","%","2536"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Waltham Forest","E09000031","All","83","%","3682"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","City of London","E09000001","All","!","%","!"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Merton","E09000024","All","80","%","2584"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Kensington and Chelsea","E09000020","All","86","%","975"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Kensington and Chelsea","E09000020","All","87","%","1003"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Redbridge","E09000026","All","83","%","4260"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","All","80","%","1654"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Greenwich","E09000011","All","84","%","3692"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Havering","E09000016","All","85","%","3063"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Lewisham","E09000023","All","83","%","3810"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Enfield","E09000010","All","80","%","4654"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Bexley","E09000004","All","85","%","3346"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","All","85","%","1484"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Greenwich","E09000011","All","84","%","3626"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Hackney","E09000012","All","85","%","2821"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Kingston upon Thames","E09000021","All","84","%","2000"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Hounslow","E09000018","All","84","%","3464"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Barnet","E09000003","All","81","%","4396"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Kingston upon Thames","E09000021","All","87","%","1965"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Hammersmith and Fulham","E09000013","All","86","%","1498"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Merton","E09000024","All","84","%","2596"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Lambeth","E09000022","All","84","%","3156"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Sutton","E09000029","All","82","%","2529"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Hounslow","E09000018","All","84","%","3448"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","City of London","E09000001","All","!","%","*"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","All","84","%","3286"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Lambeth","E09000022","All","84","%","3202"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Westminster","E09000033","All","88","%","1548"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Barking and Dagenham","E09000002","All","81","%","3710"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Tower Hamlets","E09000030","All","81","%","3472"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Camden","E09000007","All","82","%","1712"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","London","Redbridge","E09000026","All","80","%","4269"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Barnet","E09000003","All","85","%","4493"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","London","Waltham Forest","E09000031","All","84","%","3710"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","Darlington","E06000005","All","86","%","1314"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","Northumberland","E06000057","All","85","%","3352"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","Newcastle upon Tyne","E08000021","All","81","%","3203"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","South Tyneside","E08000023","All","83","%","1672"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","North Tyneside","E08000022","All","81","%","2379"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","Stockton-on-Tees","E06000004","All","83","%","2562"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","Northumberland","E06000057","All","84","%","3302"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","Sunderland","E08000024","All","83","%","3220"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","Sunderland","E08000024","All","81","%","3148"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","Stockton-on-Tees","E06000004","All","83","%","2539"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","Hartlepool","E06000001","All","85","%","1169"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","Darlington","E06000005","All","85","%","1299"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","Gateshead","E08000037","All","83","%","2250"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","Middlesbrough","E06000002","All","74","%","1940"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","Hartlepool","E06000001","All","82","%","1200"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","Redcar and Cleveland","E06000003","All","81","%","1689"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","South Tyneside","E08000023","All","81","%","1678"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","Newcastle upon Tyne","E08000021","All","82","%","3322"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","County Durham","E06000047","All","83","%","5819"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","County Durham","E06000047","All","82","%","5749"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North East","Middlesbrough","E06000002","All","76","%","2042"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","Gateshead","E08000037","All","80","%","2158"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","Redcar and Cleveland","E06000003","All","82","%","1606"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North East","North Tyneside","E08000022","All","81","%","2368"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Manchester","E08000003","All","79","%","7216"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Trafford","E08000009","All","85","%","2985"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Lancashire","E10000017","All","81","%","14241"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Sefton","E08000014","All","80","%","3095"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","All","75","%","5205"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Cumbria","E10000006","All","79","%","5056"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire West and Chester","E06000050","All","81","%","4000"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","All","82","%","4182"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Trafford","E08000009","All","83","%","3115"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","All","83","%","2634"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire East","E06000049","All","83","%","4244"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","All","81","%","2125"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Oldham","E08000004","All","77","%","3554"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Tameside","E08000008","All","79","%","3038"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Wirral","E08000015","All","76","%","3824"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","All","79","%","3170"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Halton","E06000006","All","76","%","1597"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Blackpool","E06000009","All","80","%","1675"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Knowsley","E08000011","All","78","%","1889"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","All","80","%","1692"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Bolton","E08000001","All","81","%","3975"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Warrington","E06000007","All","81","%","2635"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Liverpool","E08000012","All","76","%","5459"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","All","83","%","3863"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire West and Chester","E06000050","All","79","%","3912"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","All","77","%","3147"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Lancashire","E10000017","All","81","%","13947"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Rochdale","E08000005","All","81","%","3009"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","All","80","%","3751"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","All","76","%","3526"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Stockport","E08000007","All","82","%","3572"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Bury","E08000002","All","81","%","2442"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","All","78","%","1819"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Manchester","E08000003","All","78","%","7104"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","All","82","%","2952"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","All","78","%","3006"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Salford","E08000006","All","79","%","3256"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Wigan","E08000010","All","83","%","3944"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","St. Helens","E08000013","All","79","%","2115"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bolton","E08000001","All","80","%","3961"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","All","77","%","5133"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Blackburn with Darwen","E06000008","All","81","%","2218"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","All","82","%","2369"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2016/2017","Academic year","North West","Halton","E06000006","All","79","%","1520"
"Percentage of year 1 pupils meeting the expected standard of phonic decoding","All","ONS 2001 5+1","2015/2016","Academic year","North West","Stockport","E08000007","All","82","%","3479"
