"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.0","%","","4900"
"Number of teachers","2016","Year","Black African","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.8","%","","3700"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","1500"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","800"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","2600"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","93.8","%","","472500"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","3600"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","All","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","5.5","%","","27800"
"Number of teachers","2016","Year","White - British","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","86.4","%","","99700"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","2.0","%","","2300"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","3.3","%","","3800"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","300"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","400"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","500"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.5","%","","1700"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.0","%","","1200"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","600"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","800"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.0","%","","1100"
"Number of teachers","2016","Year","Black African","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.2","%","","1400"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","400"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","200"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","600"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","93.3","%","","115400"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","1100"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Men","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","5.8","%","","7200"
"Number of teachers","2016","Year","White - British","16+1","England","White","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","86.6","%","","309000"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.6","%","","5600"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","3.9","%","","14100"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","1200"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","400"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","1100"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1700"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.9","%","","6800"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.0","%","","3700"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1700"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","2100"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.1","%","","3800"
"Number of teachers","2016","Year","Black African","16+1","England","Black","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","2200"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","1000"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","600"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1900"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","93.9","%","","357000"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","2500"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Women","All/Men/Women","All","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","5.4","%","","20600"
"Number of teachers","2016","Year","White - British","16+1","England","White","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","85.7","%","","346800"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.7","%","","6700"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","4.1","%","","16500"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","1400"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","500"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","1300"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","2000"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.9","%","","7800"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.1","%","","4500"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","2200"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","2700"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.1","%","","4300"
"Number of teachers","2016","Year","Black African","16+1","England","Black","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.9","%","","3500"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","1300"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","700"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","2300"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","93.5","%","","404500"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","3200"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","All","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","5.8","%","","24900"
"Number of teachers","2016","Year","White - British","16+1","England","White","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","85.2","%","","80100"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","2.0","%","","1900"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","3.6","%","","3400"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","300"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","200"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","400"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","400"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.6","%","","1500"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.1","%","","1100"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","600"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","700"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.1","%","","1000"
"Number of teachers","2016","Year","Black African","16+1","England","Black","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.5","%","","1400"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","400"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","200"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","600"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","92.8","%","","94000"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.0","%","","1000"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Men","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","6.3","%","","6300"
"Number of teachers","2016","Year","White - British","16+1","England","White","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","85.9","%","","266600"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.5","%","","4800"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","4.2","%","","13100"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","1100"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","","400"
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","1000"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1500"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","2.0","%","","6300"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.1","%","","3500"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.5","%","","1600"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","1900"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.1","%","","3300"
"Number of teachers","2016","Year","Black African","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","2100"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","900"
"Number of teachers","2016","Year","Chinese","16+1","England","Chinese and other","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","600"
"Number of teachers","2016","Year","Any other ethnic group","16+1","England","Chinese and other","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.6","%","","1800"
"Number of teachers","2016","Year","Ethnicity details provided","16+1","England","Ethnicity details provided","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","93.7","%","","310300"
"Number of teachers","2016","Year","Refused","16+1","England","Unknown","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","2300"
"Number of teachers","2016","Year","Information not yet obtained","16+1","England","Unknown","Women","All/Men/Women","Classroom and others","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","5.6","%","","18600"
"Number of teachers","2016","Year","White - British","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","90.4","%","","42300"
"Number of teachers","2016","Year","White - Irish","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.6","%","","800"
"Number of teachers","2016","Year","Any other white background","16+1","England","White","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","2.3","%","","1100"
"Number of teachers","2016","Year","White and Black Caribbean","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","100"
"Number of teachers","2016","Year","White and Black African","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.1","%","",".."
"Number of teachers","2016","Year","White and Asian","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.3","%","","100"
"Number of teachers","2016","Year","Any other mixed background","16+1","England","Mixed","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","200"
"Number of teachers","2016","Year","Indian","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.3","%","","600"
"Number of teachers","2016","Year","Pakistani","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.7","%","","300"
"Number of teachers","2016","Year","Bangladeshi","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","100"
"Number of teachers","2016","Year","Any other Asian Background","16+1","England","Asian","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","200"
"Number of teachers","2016","Year","Black Caribbean","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","1.0","%","","500"
"Number of teachers","2016","Year","Black African","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.4","%","","200"
"Number of teachers","2016","Year","Any other Black background","16+1","England","Black","All","All/Men/Women","Deputies and assistants","All/Heads/deputies and assistants/Classroom and others","All","All/Nursery and Primary/Secondary/Special/Centrally employed","0.2","%","","100"
