"Title","Science attainments for children aged 6 to 7 (key stage 1)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-01"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","76","%","4422"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","84","%","29117"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","79","%","10383"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","74","%","2051"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","80","%","8332"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","75","%","5175"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","69","%","1023"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","77","%","4152"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","82","%","5208"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","79","%","1028"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","82","%","4180"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","86","%","18435"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","77","%","977"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","87","%","17458"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","84","%","9412"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","75","%","464"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","85","%","8948"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","89","%","9023"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","80","%","513"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","89","%","8510"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","75","%","28158"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","69","%","4591"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","77","%","23567"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","73","%","14430"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","65","%","2330"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","74","%","12100"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","78","%","13728"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","73","%","2261"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","79","%","11467"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","82","%","11336"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","73","%","1280"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","83","%","10056"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","79","%","5756"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","69","%","660"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","80","%","5096"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","86","%","5580"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","78","%","620"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","87","%","4960"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","80","%","35798"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","73","%","9262"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","82","%","26536"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","76","%","18178"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","69","%","4686"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","79","%","13492"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","83","%","17620"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","78","%","4576"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","85","%","13044"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","81","%","24111"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","74","%","5943"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","83","%","18168"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","77","%","12246"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","70","%","3028"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","79","%","9218"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","84","%","11865"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","79","%","2915"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","86","%","8950"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","78","%","6818"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","71","%","1987"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","81","%","4831"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","75","%","3419"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","66","%","969"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","78","%","2450"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","81","%","3399"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","75","%","1018"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","83","%","2381"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","78","%","4869"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","73","%","1332"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","80","%","3537"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","75","%","2513"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","68","%","689"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","77","%","1824"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","82","%","2356"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","78","%","643"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","83","%","1713"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","86","%","2983"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","83","%","233"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","86","%","2750"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","83","%","1539"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","82","%","124"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","83","%","1415"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","88","%","1444"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","83","%","109"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","88","%","1335"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","83","%","37891"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","73","%","8106"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","86","%","29785"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","80","%","19275"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","69","%","4120"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","83","%","15155"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","86","%","18616"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","77","%","3986"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","88","%","14630"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","86","%","8877"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","73","%","1304"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","88","%","7573"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","84","%","4602"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","69","%","682"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","87","%","3920"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","89","%","4275"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","78","%","622"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","90","%","3653"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","83","%","5503"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","74","%","1229"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","86","%","4274"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","81","%","2772"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","71","%","608"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","84","%","2164"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","85","%","2731"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","78","%","621"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","87","%","2110"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","79","%","9808"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","71","%","2971"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","83","%","6837"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","76","%","4939"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","65","%","1501"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","80","%","3438"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","83","%","4869"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","77","%","1470"
"Percentage of pupils reaching the key stage 1 expected standard in Science","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","86","%","3399"
