"Title","EBacc entry by ethnicity and area"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator ","Lower confidence interval","Upper confidence interval","Notes"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wirral","Local Authority","E08000015","All pupils","All pupils","50"," 3,402 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Barnsley","Local Authority","E08000016","All pupils","All pupils","29"," 2,088 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bradford","Local Authority","E08000032","All pupils","All pupils","32"," 5,859 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Calderdale","Local Authority","E08000033","All pupils","All pupils","35"," 2,524 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Doncaster","Local Authority","E08000017","All pupils","All pupils","27"," 3,026 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","East Riding of Yorkshire","Local Authority","E06000011","All pupils","All pupils","37"," 3,346 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","40"," 2,255 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Kirklees","Local Authority","E08000034","All pupils","All pupils","36"," 4,534 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Leeds","Local Authority","E08000035","All pupils","All pupils","41"," 7,483 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","35"," 1,596 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","33"," 1,856 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","41"," 6,188 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Rotherham","Local Authority","E08000018","All pupils","All pupils","31"," 3,335 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Sheffield","Local Authority","E08000019","All pupils","All pupils","39"," 5,242 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wakefield","Local Authority","E08000036","All pupils","All pupils","33"," 3,645 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","York","Local Authority","E06000014","All pupils","All pupils","56"," 1,585 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Derby","Local Authority","E06000015","All pupils","All pupils","33"," 2,787 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Derbyshire","Local Authority","E10000007","All pupils","All pupils","31"," 7,628 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Leicester","Local Authority","E06000016","All pupils","All pupils","32"," 3,409 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Leicestershire","Local Authority","E10000018","All pupils","All pupils","32"," 7,017 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","44"," 7,807 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","41"," 7,650 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Nottingham","Local Authority","E06000018","All pupils","All pupils","32"," 2,534 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","41"," 7,883 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Rutland","Local Authority","E06000017","All pupils","All pupils","33"," 489 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Birmingham","Local Authority","E08000025","All pupils","All pupils","42"," 12,035 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Coventry","Local Authority","E08000026","All pupils","All pupils","40"," 3,463 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Dudley","Local Authority","E08000027","All pupils","All pupils","33"," 3,591 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","43"," 1,732 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Sandwell","Local Authority","E08000028","All pupils","All pupils","22"," 3,499 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Shropshire","Local Authority","E06000051","All pupils","All pupils","38"," 2,986 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Solihull","Local Authority","E08000029","All pupils","All pupils","45"," 2,987 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Staffordshire","Local Authority","E10000028","All pupils","All pupils","35"," 8,758 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","28"," 2,269 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","46"," 2,014 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Walsall","Local Authority","E08000030","All pupils","All pupils","36"," 3,261 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Warwickshire","Local Authority","E10000031","All pupils","All pupils","42"," 5,585 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","26"," 2,470 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Worcestershire","Local Authority","E10000034","All pupils","All pupils","39"," 5,565 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bedford","Local Authority","E06000055","All pupils","All pupils","31"," 1,862 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","41"," 5,707 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","36"," 2,596 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Essex","Local Authority","E10000012","All pupils","All pupils","38"," 14,607 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","46"," 12,613 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Luton","Local Authority","E06000032","All pupils","All pupils","33"," 2,442 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Norfolk","Local Authority","E10000020","All pupils","All pupils","36"," 8,014 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Peterborough","Local Authority","E06000031","All pupils","All pupils","38"," 2,292 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","42"," 2,047 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Suffolk","Local Authority","E10000029","All pupils","All pupils","30"," 7,158 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Thurrock","Local Authority","E06000034","All pupils","All pupils","42"," 1,721 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Camden","Local Authority","E09000007","All pupils","All pupils","46"," 1,422 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","City of London","Local Authority","E09000001","All pupils","All pupils","."," . ","NA","NA","Not applicable"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hackney","Local Authority","E09000012","All pupils","All pupils","53"," 2,038 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","65"," 1,350 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Haringey","Local Authority","E09000014","All pupils","All pupils","39"," 2,231 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Islington","Local Authority","E09000019","All pupils","All pupils","45"," 1,397 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","52"," 740 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Lambeth","Local Authority","E09000022","All pupils","All pupils","51"," 1,887 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Lewisham","Local Authority","E09000023","All pupils","All pupils","42"," 2,334 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Newham","Local Authority","E09000025","All pupils","All pupils","52"," 3,489 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Southwark","Local Authority","E09000028","All pupils","All pupils","58"," 2,386 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","46"," 2,570 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wandsworth","Local Authority","E09000032","All pupils","All pupils","58"," 1,660 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Westminster","Local Authority","E09000033","All pupils","All pupils","49"," 1,566 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","35"," 2,201 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Barnet","Local Authority","E09000003","All pupils","All pupils","60"," 3,647 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bexley","Local Authority","E09000004","All pupils","All pupils","44"," 3,192 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Brent","Local Authority","E09000005","All pupils","All pupils","55"," 3,035 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bromley","Local Authority","E09000006","All pupils","All pupils","51"," 3,305 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Croydon","Local Authority","E09000008","All pupils","All pupils","45"," 3,844 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Ealing","Local Authority","E09000009","All pupils","All pupils","55"," 2,781 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Enfield","Local Authority","E09000010","All pupils","All pupils","55"," 3,579 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Greenwich","Local Authority","E09000011","All pupils","All pupils","47"," 2,204 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Harrow","Local Authority","E09000015","All pupils","All pupils","54"," 2,127 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Havering","Local Authority","E09000016","All pupils","All pupils","49"," 2,917 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hillingdon","Local Authority","E09000017","All pupils","All pupils","42"," 3,136 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hounslow","Local Authority","E09000018","All pupils","All pupils","57"," 2,667 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","61"," 1,515 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Merton","Local Authority","E09000024","All pupils","All pupils","42"," 1,440 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Redbridge","Local Authority","E09000026","All pupils","All pupils","43"," 3,363 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","57"," 1,367 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Sutton","Local Authority","E09000029","All pupils","All pupils","56"," 2,667 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","39"," 2,539 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","38"," 1,076 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","39"," 2,139 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","44"," 5,622 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","East Sussex","Local Authority","E10000011","All pupils","All pupils","35"," 4,930 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hampshire","Local Authority","E10000014","All pupils","All pupils","41"," 13,101 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","28"," 1,305 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Kent","Local Authority","E10000016","All pupils","All pupils","43"," 15,727 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Medway","Local Authority","E06000035","All pupils","All pupils","37"," 2,967 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","44"," 2,800 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","38"," 5,975 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Portsmouth","Local Authority","E06000044","All pupils","All pupils","38"," 1,729 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Reading","Local Authority","E06000038","All pupils","All pupils","37"," 1,169 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Slough","Local Authority","E06000039","All pupils","All pupils","42"," 1,632 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Southampton","Local Authority","E06000045","All pupils","All pupils","40"," 1,952 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Surrey","Local Authority","E10000030","All pupils","All pupils","46"," 10,399 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","West Berkshire","Local Authority","E06000037","All pupils","All pupils","48"," 1,906 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","West Sussex","Local Authority","E10000032","All pupils","All pupils","41"," 8,118 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","44"," 1,470 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wokingham","Local Authority","E06000041","All pupils","All pupils","53"," 1,601 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","52"," 2,022 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bournemouth","Local Authority","E06000028","All pupils","All pupils","43"," 1,617 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","32"," 3,138 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Cornwall","Local Authority","E06000052","All pupils","All pupils","33"," 5,432 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Devon","Local Authority","E10000008","All pupils","All pupils","43"," 6,971 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Dorset","Local Authority","E10000009","All pupils","All pupils","46"," 4,153 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","35"," 6,385 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","x"," 23 ","NA","NA","Suppressed"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","North Somerset","Local Authority","E06000024","All pupils","All pupils","32"," 2,176 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Plymouth","Local Authority","E06000026","All pupils","All pupils","40"," 2,640 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Poole","Local Authority","E06000029","All pupils","All pupils","x"," 1,438 ","NA","NA","Suppressed"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Somerset","Local Authority","E10000027","All pupils","All pupils","36"," 5,137 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","33"," 2,770 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Swindon","Local Authority","E06000030","All pupils","All pupils","33"," 2,109 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Torbay","Local Authority","E06000027","All pupils","All pupils","32"," 1,511 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wiltshire","Local Authority","E06000054","All pupils","All pupils","42"," 4,899 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","England","Country","E92000001","All pupils","All pupils","38"," 421,440 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","County Durham","Local Authority","E06000047","All pupils","All pupils","42"," 4,846 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Darlington","Local Authority","E06000005","All pupils","All pupils","38"," 1,086 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Gateshead","Local Authority","E08000037","All pupils","All pupils","40"," 1,810 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Hartlepool","Local Authority","E06000001","All pupils","All pupils","36"," 1,036 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","20"," 1,164 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","34"," 1,913 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","North Tyneside","Local Authority","E08000022","All pupils","All pupils","37"," 1,833 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Northumberland","Local Authority","E06000057","All pupils","All pupils","32"," 3,100 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","29"," 1,567 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","South Tyneside","Local Authority","E08000023","All pupils","All pupils","34"," 1,421 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","40"," 1,842 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Sunderland","Local Authority","E08000024","All pupils","All pupils","36"," 2,677 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","26"," 922 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Blackpool","Local Authority","E06000009","All pupils","All pupils","18"," 1,270 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bolton","Local Authority","E08000001","All pupils","All pupils","26"," 2,354 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Bury","Local Authority","E08000002","All pupils","All pupils","48"," 1,636 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Cheshire East","Local Authority","E06000049","All pupils","All pupils","39"," 3,509 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","47"," 3,283 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Cumbria","Local Authority","E10000006","All pupils","All pupils","37"," 4,987 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Halton","Local Authority","E06000006","All pupils","All pupils","57"," 1,335 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","5+1","Knowsley","Local Authority","E08000011","All pupils","All pupils","23"," 1,103 ","NA","NA",""
