"Title","EBacc entry by ethnicity, gender and eligibility for free school meals (FSM)"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM"," Value "," Denominator ","Lower confidence interval","Upper confidence interval","Notes","New grouping"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","Boys","All other "," 43 "," 21,835 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","Boys","All other "," 51 "," 6,782 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","Boys","All other "," 35 "," 8,163 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","Boys","All other "," 41 "," 2,972 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","Boys","All other "," 48 "," 3,918 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","Boys","All other "," 38 "," 10,594 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Boys","All other "," 31 "," 2,710 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","Boys","All other "," 42 "," 6,594 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","Boys","All other "," 34 "," 1,290 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","Boys","All other "," 57 "," 966 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","Boys","All other "," 46 "," 3,182 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","Boys","All other "," 31 "," 2,465 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","Boys","All other "," 37 "," 238,526 ","NA","NA","","Boys all other "
"Percentage entering the English Baccalaureate","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","Girls","All other "," 46 "," 183,098 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 46 "," 171,125 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 59 "," 793 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy or Irish Traveller","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 22 "," 23 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 6 "," 400 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 52 "," 10,757 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","Girls","All other "," 51 "," 9,214 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 42 "," 2,742 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 50 "," 1,079 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 59 "," 2,177 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 54 "," 3,216 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","Girls","All other "," 56 "," 20,365 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 64 "," 6,222 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 48 "," 7,735 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 55 "," 2,886 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 63 "," 3,522 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","Girls","All other "," 53 "," 10,786 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 47 "," 2,817 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 56 "," 6,669 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 50 "," 1,300 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","Girls","All other "," 70 "," 930 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 57 "," 2,913 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","Girls","All other "," 43 "," 2,329 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","Girls","All other "," 48 "," 229,635 ","NA","NA","","Girls all other "
"Percentage entering the English Baccalaureate","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","Boys","eligible for free school meals"," 15 "," 25,284 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 14 "," 23,654 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 25 "," 115 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy or Irish Traveller","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," x "," 41 ","NA","NA","Suppressed","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," x "," 157 ","NA","NA","Suppressed","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 32 "," 1,317 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","Boys","eligible for free school meals"," 22 "," 2,121 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 16 "," 816 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 26 "," 275 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 22 "," 362 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 28 "," 668 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","Boys","eligible for free school meals"," 31 "," 4,724 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 34 "," 539 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 24 "," 2,396 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 39 "," 1,267 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 38 "," 522 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","Boys","eligible for free school meals"," 28 "," 3,317 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 20 "," 838 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 32 "," 2,075 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 24 "," 404 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","Boys","eligible for free school meals"," 45 "," 67 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 37 "," 1,060 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","Boys","eligible for free school meals"," 16 "," 507 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","Boys","eligible for free school meals"," 19 "," 37,080 ","NA","NA","","Boys eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","Girls","eligible for free school meals"," 21 "," 24,311 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 20 "," 22,784 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 24 "," 98 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy or Irish Traveller","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," x "," 32 ","NA","NA","Suppressed","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," x "," 173 ","NA","NA","Suppressed","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 39 "," 1,224 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","Girls","eligible for free school meals"," 31 "," 2,119 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 25 "," 804 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 39 "," 254 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 33 "," 370 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 35 "," 691 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","Girls","eligible for free school meals"," 42 "," 4,294 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 48 "," 503 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 38 "," 2,140 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 45 "," 1,194 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 46 "," 457 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","Girls","eligible for free school meals"," 42 "," 3,227 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 32 "," 851 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 47 "," 2,011 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 38 "," 365 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","Girls","eligible for free school meals"," 67 "," 63 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 48 "," 964 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","Girls","eligible for free school meals"," 26 "," 470 ","NA","NA","","Girls eligible for free school meals"
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","Girls","eligible for free school meals"," 27 "," 35,448 ","NA","NA","","Girls eligible for free school meals"
