"Title","EBacc entry by ethnicity and free school meals (FSM) "
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes"
"Percentage achieving the English Baccalaureate","2016","Academic year","Unclassified","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","9","977","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","All pupils","Pupils eligible for free school meals","10","72528","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","All pupils","All other pupils","26","373168","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","26","348878","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","38","1561","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy or Irish Traveller","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","x","49","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","x","777","NA","NA","Suppressed"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","30","21903","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","All pupils","All other pupils","30","18628","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","21","5540","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","29","2158","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","39","4357","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","33","6573","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","All pupils","All other pupils","34","42200","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","43","13004","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","24","15898","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","32","5858","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","40","7440","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","All pupils","All other pupils","25","21380","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","18","5527","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","29","13263","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","22","2590","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","All pupils","All other pupils","53","1896","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","34","6095","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","Unclassified","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","23","4794","NA","NA",""
"Percentage achieving the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","All pupils","All other pupils","27","468161","NA","NA",""
