"Title","EBacc entry by ethnicity and gender"
"Location","England"
"Time period","2015 to 2016"
"Data source","Revised GCSE and equivalent results in England: 2015 to 2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator ","Lower confidence interval","Upper confidence interval","Notes"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","All","All pupils","56"," 14,046 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","All","All pupils","39"," 20,434 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","All","All pupils","46"," 8,319 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","All","All pupils","53"," 8,419 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","All","All pupils","43"," 27,924 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","All","All pupils","36"," 7,216 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","All","All pupils","47"," 17,349 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","All","All pupils","40"," 3,359 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","All","All pupils","63"," 2,026 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","All","All pupils","49"," 8,119 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","All","All pupils","34"," 5,771 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","All","All pupils","40"," 540,689 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","Boys","All pupils","33"," 215,354 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","33"," 201,407 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","44"," 883 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy or Irish Traveller","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","8"," 67 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","4"," 534 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","41"," 12,463 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","Boys","All pupils","37"," 11,535 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","28"," 3,614 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","37"," 1,354 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","44"," 2,542 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","42"," 4,025 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","Boys","All pupils","41"," 26,559 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","50"," 7,321 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","32"," 10,559 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","41"," 4,239 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","47"," 4,440 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","Boys","All pupils","36"," 13,911 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","28"," 3,548 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","40"," 8,669 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","32"," 1,694 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","Boys","All pupils","56"," 1,033 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","43"," 4,242 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","Boys","All pupils","29"," 2,972 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","Boys","All pupils","34"," 275,606 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","Girls","All pupils","43"," 207,409 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","43"," 193,909 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","55"," 891 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy or Irish Traveller","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","18"," 55 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","6"," 573 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","51"," 11,981 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","Girls","All pupils","47"," 11,333 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","38"," 3,546 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","47"," 1,333 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","56"," 2,547 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","51"," 3,907 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","Girls","All pupils","54"," 24,659 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","63"," 6,725 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","46"," 9,875 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","52"," 4,080 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","61"," 3,979 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","Girls","All pupils","50"," 14,013 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","44"," 3,668 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","54"," 8,680 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","47"," 1,665 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","Girls","All pupils","70"," 993 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","55"," 3,877 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","Girls","All pupils","40"," 2,799 ","NA","NA",""
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","All pupils","England","Country","E92000001","Girls","All pupils","45"," 265,083 ","NA","NA",""
