"Title","English Baccalaureate (EBacc) entry for children aged 14 to 16 (key stage 4)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","19 January 2017 (revised)"
"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Kingston upon Hull, City of","Local Authority","E06000010","All pupils","All pupils","40.3","2255"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Kirklees","Local Authority","E08000034","All pupils","All pupils","36.1","4534"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Leeds","Local Authority","E08000035","All pupils","All pupils","40.8","7483"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","North East Lincolnshire","Local Authority","E06000012","All pupils","All pupils","35.1","1596"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","North Lincolnshire","Local Authority","E06000013","All pupils","All pupils","32.8","1856"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","North Yorkshire","Local Authority","E10000023","All pupils","All pupils","41.1","6188"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Rotherham","Local Authority","E08000018","All pupils","All pupils","31.2","3335"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Sheffield","Local Authority","E08000019","All pupils","All pupils","39.4","5242"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wakefield","Local Authority","E08000036","All pupils","All pupils","33","3645"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","York","Local Authority","E06000014","All pupils","All pupils","56.3","1585"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Derby","Local Authority","E06000015","All pupils","All pupils","32.8","2787"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Derbyshire","Local Authority","E10000007","All pupils","All pupils","31","7628"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Leicester","Local Authority","E06000016","All pupils","All pupils","32.2","3409"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Leicestershire","Local Authority","E10000018","All pupils","All pupils","31.5","7017"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Lincolnshire","Local Authority","E10000019","All pupils","All pupils","43.6","7807"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Northamptonshire","Local Authority","E10000021","All pupils","All pupils","40.5","7650"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Nottingham","Local Authority","E06000018","All pupils","All pupils","32.2","2534"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Nottinghamshire","Local Authority","E10000024","All pupils","All pupils","40.8","7883"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Rutland","Local Authority","E06000017","All pupils","All pupils","32.7","489"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Birmingham","Local Authority","E08000025","All pupils","All pupils","41.9","12035"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Coventry","Local Authority","E08000026","All pupils","All pupils","39.5","3463"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Dudley","Local Authority","E08000027","All pupils","All pupils","33.1","3591"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Herefordshire, County of","Local Authority","E06000019","All pupils","All pupils","43.1","1732"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Sandwell","Local Authority","E08000028","All pupils","All pupils","22.3","3499"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Shropshire","Local Authority","E06000051","All pupils","All pupils","38.3","2986"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Solihull","Local Authority","E08000029","All pupils","All pupils","44.8","2987"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Staffordshire","Local Authority","E10000028","All pupils","All pupils","34.7","8758"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Stoke-on-Trent","Local Authority","E06000021","All pupils","All pupils","27.9","2269"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Telford and Wrekin","Local Authority","E06000020","All pupils","All pupils","46.2","2014"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Walsall","Local Authority","E08000030","All pupils","All pupils","35.7","3261"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Warwickshire","Local Authority","E10000031","All pupils","All pupils","42.2","5585"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wolverhampton","Local Authority","E08000031","All pupils","All pupils","25.7","2470"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Worcestershire","Local Authority","E10000034","All pupils","All pupils","39.3","5565"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bedford","Local Authority","E06000055","All pupils","All pupils","31.4","1862"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Cambridgeshire","Local Authority","E10000003","All pupils","All pupils","41.3","5707"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Central Bedfordshire","Local Authority","E06000056","All pupils","All pupils","36.1","2596"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Essex","Local Authority","E10000012","All pupils","All pupils","38","14607"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hertfordshire","Local Authority","E10000015","All pupils","All pupils","46","12613"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Luton","Local Authority","E06000032","All pupils","All pupils","33.4","2442"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Norfolk","Local Authority","E10000020","All pupils","All pupils","35.6","8014"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Peterborough","Local Authority","E06000031","All pupils","All pupils","37.7","2292"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Southend-on-Sea","Local Authority","E06000033","All pupils","All pupils","41.6","2047"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Suffolk","Local Authority","E10000029","All pupils","All pupils","30.2","7158"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Thurrock","Local Authority","E06000034","All pupils","All pupils","41.8","1721"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Camden","Local Authority","E09000007","All pupils","All pupils","45.9","1422"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","City of London","Local Authority","E09000001","All pupils","All pupils","N/A","N/A"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hackney","Local Authority","E09000012","All pupils","All pupils","52.5","2038"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hammersmith and Fulham","Local Authority","E09000013","All pupils","All pupils","64.6","1350"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Haringey","Local Authority","E09000014","All pupils","All pupils","39.1","2231"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Islington","Local Authority","E09000019","All pupils","All pupils","44.5","1397"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Kensington and Chelsea","Local Authority","E09000020","All pupils","All pupils","52.4","740"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Lambeth","Local Authority","E09000022","All pupils","All pupils","50.6","1887"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Lewisham","Local Authority","E09000023","All pupils","All pupils","42.4","2334"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Newham","Local Authority","E09000025","All pupils","All pupils","51.5","3489"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Southwark","Local Authority","E09000028","All pupils","All pupils","57.9","2386"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Tower Hamlets","Local Authority","E09000030","All pupils","All pupils","46.1","2570"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wandsworth","Local Authority","E09000032","All pupils","All pupils","58.4","1660"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Westminster","Local Authority","E09000033","All pupils","All pupils","48.6","1566"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Barking and Dagenham","Local Authority","E09000002","All pupils","All pupils","35.2","2201"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Barnet","Local Authority","E09000003","All pupils","All pupils","60.1","3647"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bexley","Local Authority","E09000004","All pupils","All pupils","43.5","3192"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Brent","Local Authority","E09000005","All pupils","All pupils","54.6","3035"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bromley","Local Authority","E09000006","All pupils","All pupils","50.9","3305"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Croydon","Local Authority","E09000008","All pupils","All pupils","44.6","3844"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Ealing","Local Authority","E09000009","All pupils","All pupils","55.4","2781"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Enfield","Local Authority","E09000010","All pupils","All pupils","54.8","3579"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Greenwich","Local Authority","E09000011","All pupils","All pupils","47.3","2204"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Harrow","Local Authority","E09000015","All pupils","All pupils","54","2127"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Havering","Local Authority","E09000016","All pupils","All pupils","48.6","2917"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hillingdon","Local Authority","E09000017","All pupils","All pupils","42.2","3136"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hounslow","Local Authority","E09000018","All pupils","All pupils","57.2","2667"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Kingston upon Thames","Local Authority","E09000021","All pupils","All pupils","60.7","1515"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Merton","Local Authority","E09000024","All pupils","All pupils","42.2","1440"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Redbridge","Local Authority","E09000026","All pupils","All pupils","43","3363"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Richmond upon Thames","Local Authority","E09000027","All pupils","All pupils","56.9","1367"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Sutton","Local Authority","E09000029","All pupils","All pupils","55.8","2667"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Waltham Forest","Local Authority","E09000031","All pupils","All pupils","39.3","2539"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bracknell Forest","Local Authority","E06000036","All pupils","All pupils","37.8","1076"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Brighton and Hove","Local Authority","E06000043","All pupils","All pupils","39.1","2139"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Buckinghamshire","Local Authority","E10000002","All pupils","All pupils","44.3","5622"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","East Sussex","Local Authority","E10000011","All pupils","All pupils","34.6","4930"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Hampshire","Local Authority","E10000014","All pupils","All pupils","41.2","13101"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Isle of Wight","Local Authority","E06000046","All pupils","All pupils","28.4","1305"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Kent","Local Authority","E10000016","All pupils","All pupils","43.3","15727"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Medway","Local Authority","E06000035","All pupils","All pupils","37.1","2967"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Milton Keynes","Local Authority","E06000042","All pupils","All pupils","44.3","2800"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Oxfordshire","Local Authority","E10000025","All pupils","All pupils","37.9","5975"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Portsmouth","Local Authority","E06000044","All pupils","All pupils","37.9","1729"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Reading","Local Authority","E06000038","All pupils","All pupils","37.3","1169"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Slough","Local Authority","E06000039","All pupils","All pupils","41.6","1632"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Southampton","Local Authority","E06000045","All pupils","All pupils","40.3","1952"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Surrey","Local Authority","E10000030","All pupils","All pupils","46","10399"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","West Berkshire","Local Authority","E06000037","All pupils","All pupils","48","1906"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","West Sussex","Local Authority","E10000032","All pupils","All pupils","41","8118"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Windsor and Maidenhead","Local Authority","E06000040","All pupils","All pupils","44.1","1470"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wokingham","Local Authority","E06000041","All pupils","All pupils","53.3","1601"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bath and North East Somerset","Local Authority","E06000022","All pupils","All pupils","52.3","2022"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bournemouth","Local Authority","E06000028","All pupils","All pupils","42.9","1617"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Bristol, City of","Local Authority","E06000023","All pupils","All pupils","32","3138"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Cornwall","Local Authority","E06000052","All pupils","All pupils","32.8","5432"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Devon","Local Authority","E10000008","All pupils","All pupils","42.7","6971"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Dorset","Local Authority","E10000009","All pupils","All pupils","46.4","4153"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Gloucestershire","Local Authority","E10000013","All pupils","All pupils","34.8","6385"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Isles of Scilly","Local Authority","E06000053","All pupils","All pupils","!","23"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","North Somerset","Local Authority","E06000024","All pupils","All pupils","31.6","2176"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Plymouth","Local Authority","E06000026","All pupils","All pupils","39.8","2640"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Poole","Local Authority","E06000029","All pupils","All pupils","!","1438"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Somerset","Local Authority","E10000027","All pupils","All pupils","35.5","5137"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","South Gloucestershire","Local Authority","E06000025","All pupils","All pupils","32.7","2770"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Swindon","Local Authority","E06000030","All pupils","All pupils","32.8","2109"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Torbay","Local Authority","E06000027","All pupils","All pupils","32","1511"
"Percentage entering the English Baccalaureate","2016","Academic year","All","All pupils","Wiltshire","Local Authority","E06000054","All pupils","All pupils","41.5","4899"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","County Durham","Local Authority","E06000047","All pupils","All pupils","41.5","4846"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Darlington","Local Authority","E06000005","All pupils","All pupils","37.8","1086"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Gateshead","Local Authority","E08000037","All pupils","All pupils","39.7","1810"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Hartlepool","Local Authority","E06000001","All pupils","All pupils","35.6","1036"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Middlesbrough","Local Authority","E06000002","All pupils","All pupils","20.3","1164"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Newcastle upon Tyne","Local Authority","E08000021","All pupils","All pupils","34.2","1913"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","North Tyneside","Local Authority","E08000022","All pupils","All pupils","37","1833"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Northumberland","Local Authority","E06000057","All pupils","All pupils","32","3100"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Redcar and Cleveland","Local Authority","E06000003","All pupils","All pupils","28.8","1567"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","South Tyneside","Local Authority","E08000023","All pupils","All pupils","34","1421"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Stockton-on-Tees","Local Authority","E06000004","All pupils","All pupils","39.8","1842"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Sunderland","Local Authority","E08000024","All pupils","All pupils","36","2677"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Blackburn with Darwen","Local Authority","E06000008","All pupils","All pupils","25.5","922"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Blackpool","Local Authority","E06000009","All pupils","All pupils","18.3","1270"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Bolton","Local Authority","E08000001","All pupils","All pupils","26.1","2354"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Bury","Local Authority","E08000002","All pupils","All pupils","48.3","1636"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Cheshire East","Local Authority","E06000049","All pupils","All pupils","38.7","3509"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Cheshire West and Chester","Local Authority","E06000050","All pupils","All pupils","47.2","3283"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Cumbria","Local Authority","E10000006","All pupils","All pupils","36.5","4987"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Halton","Local Authority","E06000006","All pupils","All pupils","57.2","1335"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Knowsley","Local Authority","E08000011","All pupils","All pupils","23.1","1103"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Lancashire","Local Authority","E10000017","All pupils","All pupils","33.1","10512"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Liverpool","Local Authority","E08000012","All pupils","All pupils","40.2","3919"
"Percentage entering the English Baccalaureate","2016","Academic year","White","White/Asian/Black/Mixed/Chinese","Manchester","Local Authority","E08000003","All pupils","All pupils","32.7","2312"
