"Title","EBacc entry by ethnicity and area"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics"
"Data source link","https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","19 January 2017 (revised)"

"Standard Ethnicity","Local authority","%"
"White","Kingston upon Hull, City of","41.5"
"White","Kirklees","35.9"
"White","Leeds","40.9"
"White","North East Lincolnshire","35.3"
"White","North Lincolnshire","32.5"
"White","North Yorkshire","40.9"
"White","Rotherham","31.5"
"White","Sheffield","39.0"
"White","Wakefield","32.8"
"White","York","55.9"
"White","Derby","30.5"
"White","Derbyshire","30.8"
"White","Leicester","19.1"
"White","Leicestershire","29.7"
"White","Lincolnshire","43.0"
"White","Northamptonshire","39.7"
"White","Nottingham","27.6"
"White","Nottinghamshire","40.1"
"White","Rutland","32.4"
"White","Birmingham","40.0"
"White","Coventry","35.8"
"White","Dudley","33.1"
"White","Herefordshire, County of","42.9"
"White","Sandwell","18.7"
"White","Shropshire","38.3"
"White","Solihull","44.5"
"White","Staffordshire","34.7"
"White","Stoke-on-Trent","26.9"
"White","Telford and Wrekin","45.9"
"White","Walsall","33.0"
"White","Warwickshire","41.4"
"White","Wolverhampton","22.4"
"White","Worcestershire","39.8"
"White","Bedford","32.9"
"White","Cambridgeshire","40.2"
"White","Central Bedfordshire","35.0"
"White","Essex","36.3"
"White","Hertfordshire","44.7"
"White","Luton","24.2"
"White","Norfolk","35.4"
"White","Peterborough","35.8"
"White","Southend-on-Sea","37.1"
"White","Suffolk","29.8"
"White","Thurrock","39.6"
"White","Camden","49.4"
"White","City of London","N/A"
"White","Hackney","53.3"
"White","Hammersmith and Fulham","67.9"
"White","Haringey","40.9"
"White","Islington","40.3"
"White","Kensington and Chelsea","54.5"
"White","Lambeth","50.3"
"White","Lewisham","42.1"
"White","Newham","36.1"
"White","Southwark","55.2"
"White","Tower Hamlets","29.4"
"White","Wandsworth","56.4"
"White","Westminster","55.9"
"White","Barking and Dagenham","33.0"
"White","Barnet","56.8"
"White","Bexley","37.2"
"White","Brent","48.7"
"White","Bromley","51.7"
"White","Croydon","44.7"
"White","Ealing","61.4"
"White","Enfield","54.0"
"White","Greenwich","40.6"
"White","Harrow","47.9"
"White","Havering","46.8"
"White","Hillingdon","34.6"
"White","Hounslow","54.9"
"White","Kingston upon Thames","55.7"
"White","Merton","44.3"
"White","Redbridge","35.3"
"White","Richmond upon Thames","56.9"
"White","Sutton","44.4"
"White","Waltham Forest","38.8"
"White","Bracknell Forest","36.9"
"White","Brighton and Hove","38.0"
"White","Buckinghamshire","44.7"
"White","East Sussex","34.4"
"White","Hampshire","40.9"
"White","Isle of Wight","28.2"
"White","Kent","41.7"
"White","Medway","35.3"
"White","Milton Keynes","41.0"
"White","Oxfordshire","37.6"
"White","Portsmouth","36.6"
"White","Reading","37.3"
"White","Slough","38.6"
"White","Southampton","38.4"
"White","Surrey","45.3"
"White","West Berkshire","48.7"
"White","West Sussex","40.5"
"White","Windsor and Maidenhead","43.3"
"White","Wokingham","53.2"
"White","Bath and North East Somerset","52.9"
"White","Bournemouth","41.1"
"White","Bristol, City of","31.5"
"White","Cornwall","32.7"
"White","Devon","42.6"
"White","Dorset","46.5"
"White","Gloucestershire","34.1"
"White","Isles of Scilly","!"
"White","North Somerset","31.0"
"White","Plymouth","38.9"
"White","Poole","39.1"
"White","Somerset","35.5"
"White","South Gloucestershire","32.8"
"White","Swindon","30.9"
"White","Torbay","!"
"White","Wiltshire","41.2"
"Mixed","England","42.4"
"Mixed","County Durham","61.9"
"Mixed","Darlington","46.7"
"Mixed","Gateshead","50.0"
"Mixed","Hartlepool","50.0"
"Mixed","Middlesbrough","24.5"
"Mixed","Newcastle upon Tyne","52.3"
"Mixed","North Tyneside","51.4"
"Mixed","Northumberland","33.3"
"Mixed","Redcar and Cleveland","45.0"
"Mixed","South Tyneside","35.3"
"Mixed","Stockton-on-Tees","44.0"
"Mixed","Sunderland","55.6"
"Mixed","Blackburn with Darwen","32.8"
"Mixed","Blackpool","16.7"
"Mixed","Bolton","30.7"
"Mixed","Bury","48.5"
"Mixed","Cheshire East","35.5"
"Mixed","Cheshire West and Chester","50.0"
"Mixed","Cumbria","43.4"
"Mixed","Halton","68.0"
"Mixed","Knowsley","!"
"Mixed","Lancashire","33.9"
"Mixed","Liverpool","26.6"
"Mixed","Manchester","29.7"
"Mixed","Oldham","17.8"
"Mixed","Rochdale","33.7"
"Mixed","Salford","46.3"
"Mixed","Sefton","36.7"
"Mixed","St. Helens","!"
"Mixed","Stockport","47.6"
"Mixed","Tameside","28.4"
"Mixed","Trafford","50.0"
"Mixed","Warrington","34.3"
"Mixed","Wigan","36.4"
"Mixed","Wirral","52.2"
"Mixed","Barnsley","40.0"
"Mixed","Bradford","31.7"
"Mixed","Calderdale","29.0"
"Mixed","Doncaster","29.5"
"Mixed","East Riding of Yorkshire","28.3"
"Mixed","Kingston upon Hull, City of","40.9"
"Mixed","Kirklees","29.8"
"Mixed","Leeds","40.9"
"Mixed","North East Lincolnshire","31.6"
"Mixed","North Lincolnshire","36.8"
"Mixed","North Yorkshire","42.7"
"Mixed","Rotherham","37.9"
"Mixed","Sheffield","40.4"
"Mixed","Wakefield","34.4"
"Mixed","York","66.7"
"Mixed","Derby","36.1"
"Mixed","Derbyshire","28.0"
"Mixed","Leicester","28.6"
"Mixed","Leicestershire","35.8"
"Mixed","Lincolnshire","55.2"
"Mixed","Northamptonshire","39.4"
"Mixed","Nottingham","37.2"
"Mixed","Nottinghamshire","39.6"
"Mixed","Rutland","55.6"
"Mixed","Birmingham","41.2"
"Mixed","Coventry","39.2"
"Mixed","Dudley","27.9"
"Mixed","Herefordshire, County of","52.0"
"Mixed","Sandwell","21.1"
"Mixed","Shropshire","39.6"
"Mixed","Solihull","39.2"
"Mixed","Staffordshire","33.9"
"Mixed","Stoke-on-Trent","21.7"
"Mixed","Telford and Wrekin","47.1"
"Mixed","Walsall","33.5"
"Mixed","Warwickshire","46.0"
"Mixed","Wolverhampton","20.2"
"Mixed","Worcestershire","40.2"
"Mixed","Bedford","27.3"
"Mixed","Cambridgeshire","50.0"
"Mixed","Central Bedfordshire","37.9"
"Mixed","Essex","47.1"
"Mixed","Hertfordshire","46.2"
"Mixed","Luton","25.0"
"Mixed","Norfolk","34.8"
"Mixed","Peterborough","41.9"
"Mixed","Southend-on-Sea","44.0"
"Mixed","Suffolk","33.1"
"Mixed","Thurrock","50.8"
"Mixed","Camden","42.3"
"Mixed","City of London","N/A"
"Mixed","Hackney","51.3"
"Mixed","Hammersmith and Fulham","69.2"
"Mixed","Haringey","42.7"
"Mixed","Islington","36.7"
"Mixed","Kensington and Chelsea","54.0"
"Mixed","Lambeth","45.2"
"Mixed","Lewisham","46.9"
"Mixed","Newham","49.7"
"Mixed","Southwark","56.1"
"Mixed","Tower Hamlets","27.9"
"Mixed","Wandsworth","55.3"
"Mixed","Westminster","48.5"
"Mixed","Barking and Dagenham","24.8"
"Mixed","Barnet","62.5"
"Mixed","Bexley","42.9"
"Mixed","Brent","52.5"
"Mixed","Bromley","53.7"
"Mixed","Croydon","46.7"
"Mixed","Ealing","59.0"
"Mixed","Enfield","56.2"
"Mixed","Greenwich","50.5"
"Mixed","Harrow","55.8"
"Mixed","Havering","50.4"
"Mixed","Hillingdon","40.8"
"Mixed","Hounslow","65.2"
"Mixed","Kingston upon Thames","64.3"
"Mixed","Merton","40.0"
"Mixed","Redbridge","37.8"
"Mixed","Richmond upon Thames","63.7"
"Mixed","Sutton","61.7"
"Mixed","Waltham Forest","37.0"
"Mixed","Bracknell Forest","51.0"
"Mixed","Brighton and Hove","47.5"
"Mixed","Buckinghamshire","40.7"
"Mixed","East Sussex","38.6"
"Mixed","Hampshire","43.4"
"Mixed","Isle of Wight","44.4"
"Mixed","Kent","54.7"
"Mixed","Medway","39.2"
"Mixed","Milton Keynes","46.0"
"Mixed","Oxfordshire","38.2"
"Mixed","Portsmouth","42.6"
"Mixed","Reading","23.5"
"Mixed","Slough","36.6"
"Mixed","Southampton","35.8"
"Mixed","Surrey","48.2"
"Mixed","West Berkshire","46.7"
"Mixed","West Sussex","46.5"
"Mixed","Windsor and Maidenhead","51.5"
"Mixed","Wokingham","48.3"
"Mixed","Bath and North East Somerset","37.8"
"Mixed","Bournemouth","53.4"
"Mixed","Bristol, City of","34.0"
"Mixed","Cornwall","38.4"
"Mixed","Devon","38.9"
"Mixed","Dorset","46.3"
"Mixed","Gloucestershire","37.4"
"Mixed","Isles of Scilly","N/A"
"Mixed","North Somerset","47.0"
"Mixed","Plymouth","48.8"
"Mixed","Poole","40.4"
"Mixed","Somerset","38.0"
"Mixed","South Gloucestershire","28.4"
"Mixed","Swindon","30.0"
"Mixed","Torbay","42.5"
"Mixed","Wiltshire","52.2"
"Asian","England","47.7"
"Asian","County Durham","75.8"
"Asian","Darlington","42.9"
"Asian","Gateshead","60.0"
"Asian","Hartlepool","64.3"
"Asian","Middlesbrough","21.5"
"Asian","Newcastle upon Tyne","44.6"
"Asian","North Tyneside","44.7"
"Asian","Northumberland","50.0"
"Asian","Redcar and Cleveland","42.9"
"Asian","South Tyneside","49.1"
"Asian","Stockton-on-Tees","42.5"
"Asian","Sunderland","56.7"
"Asian","Blackburn with Darwen","47.5"
"Asian","Blackpool","31.6"
"Asian","Bolton","57.6"
"Asian","Bury","48.4"
"Asian","Cheshire East","38.7"
"Asian","Cheshire West and Chester","37.8"
"Asian","Cumbria","38.7"
"Asian","Halton","!"
"Asian","Knowsley","!"
"Asian","Lancashire","35.7"
"Asian","Liverpool","60.6"
"Asian","Manchester","44.3"
"Asian","Oldham","22.0"
"Asian","Rochdale","36.5"
"Asian","Salford","55.3"
"Asian","Sefton","52.2"
"Asian","St. Helens","50.0"
"Asian","Stockport","56.5"
"Asian","Tameside","34.8"
"Asian","Trafford","45.6"
"Asian","Warrington","53.1"
"Asian","Wigan","30.0"
"Asian","Wirral","67.2"
"Asian","Barnsley","!"
"Asian","Bradford","33.6"
"Asian","Calderdale","34.7"
"Asian","Doncaster","28.6"
"Asian","East Riding of Yorkshire","58.3"
"Asian","Kingston upon Hull, City of","64.7"
"Asian","Kirklees","39.0"
"Asian","Leeds","43.1"
"Asian","North East Lincolnshire","!"
"Asian","North Lincolnshire","37.1"
"Asian","North Yorkshire","44.1"
"Asian","Rotherham","20.8"
"Asian","Sheffield","39.1"
"Asian","Wakefield","39.7"
"Asian","York","72.7"
"Asian","Derby","43.6"
"Asian","Derbyshire","38.7"
"Asian","Leicester","42.6"
"Asian","Leicestershire","50.5"
"Asian","Lincolnshire","!"
"Asian","Northamptonshire","49.1"
"Asian","Nottingham","42.0"
"Asian","Nottinghamshire","56.1"
"Asian","Rutland","!"
"Asian","Birmingham","43.8"
"Asian","Coventry","49.4"
"Asian","Dudley","33.9"
"Asian","Herefordshire, County of","!"
"Asian","Sandwell","30.0"
"Asian","Shropshire","!"
"Asian","Solihull","53.6"
"Asian","Staffordshire","35.4"
"Asian","Stoke-on-Trent","32.6"
"Asian","Telford and Wrekin","49.6"
"Asian","Walsall","45.4"
"Asian","Warwickshire","54.4"
"Asian","Wolverhampton","40.2"
"Asian","Worcestershire","26.8"
"Asian","Bedford","26.7"
"Asian","Cambridgeshire","54.7"
"Asian","Central Bedfordshire","58.7"
"Asian","Essex","70.9"
"Asian","Hertfordshire","55.9"
"Asian","Luton","43.2"
"Asian","Norfolk","51.1"
"Asian","Peterborough","42.5"
"Asian","Southend-on-Sea","70.4"
"Asian","Suffolk","46.1"
"Asian","Thurrock","55.4"
"Asian","Camden","45.2"
"Asian","City of London","N/A"
"Asian","Hackney","61.4"
"Asian","Hammersmith and Fulham","65.5"
"Asian","Haringey","48.0"
"Asian","Islington","49.4"
"Asian","Kensington and Chelsea","61.5"
"Asian","Lambeth","59.5"
"Asian","Lewisham","57.4"
"Asian","Newham","58.5"
"Asian","Southwark","66.1"
"Asian","Tower Hamlets","52.7"
"Asian","Wandsworth","70.0"
"Asian","Westminster","45.2"
"Asian","Barking and Dagenham","40.7"
"Asian","Barnet","75.2"
"Asian","Bexley","60.9"
"Asian","Brent","63.1"
"Asian","Bromley","66.5"
"Asian","Croydon","55.2"
"Asian","Ealing","48.5"
"Asian","Enfield","70.0"
"Asian","Greenwich","60.9"
"Asian","Harrow","57.2"
"Asian","Havering","62.4"
"Asian","Hillingdon","57.5"
"Asian","Hounslow","67.7"
"Asian","Kingston upon Thames","74.6"
"Asian","Merton","48.6"
"Asian","Redbridge","51.3"
"Asian","Richmond upon Thames","56.3"
"Asian","Sutton","82.1"
"Asian","Waltham Forest","46.1"
"Asian","Bracknell Forest","24.4"
"Asian","Brighton and Hove","41.5"
"Asian","Buckinghamshire","43.6"
"Asian","East Sussex","45.0"
"Asian","Hampshire","52.6"
"Asian","Isle of Wight","25.0"
"Asian","Kent","62.9"
"Asian","Medway","58.0"
"Asian","Milton Keynes","54.9"
"Asian","Oxfordshire","42.9"
"Asian","Portsmouth","46.3"
"Asian","Reading","43.9"
"Asian","Slough","45.6"
"Asian","Southampton","55.7"
"Asian","Surrey","51.7"
"Asian","West Berkshire","54.0"
"Asian","West Sussex","50.6"
"Asian","Windsor and Maidenhead","46.6"
"Asian","Wokingham","57.2"
"Asian","Bath and North East Somerset","54.2"
"Asian","Bournemouth","67.5"
"Asian","Bristol, City of","36.8"
"Asian","Cornwall","33.3"
"Asian","Devon","61.5"
"Asian","Dorset","34.8"
"Asian","Gloucestershire","60.3"
"Asian","Isles of Scilly","N/A"
"Asian","North Somerset","40.6"
"Asian","Plymouth","72.0"
"Asian","Poole","61.3"
"Asian","Somerset","44.0"
"Asian","South Gloucestershire","40.3"
"Asian","Swindon","47.7"
"Asian","Torbay","50.0"
"Asian","Wiltshire","42.9"
"Black","England","43.4"
"Black","County Durham","50.0"
"Black","Darlington","!"
"Black","Gateshead","35.7"
"Black","Hartlepool","!"
"Black","Middlesbrough","26.7"
"Black","Newcastle upon Tyne","35.0"
"Black","North Tyneside","72.7"
"Black","Northumberland","!"
"Black","Redcar and Cleveland","!"
"Black","South Tyneside","!"
"Black","Stockton-on-Tees","!"
"Black","Sunderland","62.5"
"Black","Blackburn with Darwen","20.0"
"Black","Blackpool","33.3"
"Black","Bolton","37.9"
"Black","Bury","50.0"
"Black","Cheshire East","!"
"Black","Cheshire West and Chester","41.7"
"Black","Cumbria","46.2"
"Black","Halton","!"
"Black","Knowsley","!"
"Black","Lancashire","31.6"
"Black","Liverpool","42.3"
"Black","Manchester","32.4"
"Black","Oldham","14.9"
"Black","Rochdale","36.5"
"Black","Salford","47.4"
"Black","Sefton","60.0"
"Black","St. Helens","!"
"Black","Stockport","38.1"
"Black","Tameside","28.6"
"Black","Trafford","36.0"
"Black","Warrington","42.9"
"Black","Wigan","68.8"
"Black","Wirral","!"
"Black","Barnsley","33.3"
"Black","Bradford","30.9"
"Black","Calderdale","40.0"
"Black","Doncaster","42.9"
"Black","East Riding of Yorkshire","!"
"Black","Kingston upon Hull, City of","43.5"
"Black","Kirklees","25.9"
"Black","Leeds","36.8"
"Black","North East Lincolnshire","!"
"Black","North Lincolnshire","36.4"
"Black","North Yorkshire","44.4"
"Black","Rotherham","50.0"
"Black","Sheffield","37.7"
"Black","Wakefield","21.1"
"Black","York","66.7"
"Black","Derby","22.4"
"Black","Derbyshire","!"
"Black","Leicester","31.0"
"Black","Leicestershire","20.9"
"Black","Lincolnshire","44.1"
"Black","Northamptonshire","44.7"
"Black","Nottingham","31.0"
"Black","Nottinghamshire","55.1"
"Black","Rutland","!"
"Black","Birmingham","38.8"
"Black","Coventry","46.4"
"Black","Dudley","42.9"
"Black","Herefordshire, County of","!"
"Black","Sandwell","21.0"
"Black","Shropshire","!"
"Black","Solihull","44.4"
"Black","Staffordshire","32.4"
"Black","Stoke-on-Trent","37.5"
"Black","Telford and Wrekin","38.9"
"Black","Walsall","37.4"
"Black","Warwickshire","32.0"
"Black","Wolverhampton","19.5"
"Black","Worcestershire","20.0"
"Black","Bedford","27.5"
"Black","Cambridgeshire","35.7"
"Black","Central Bedfordshire","61.4"
"Black","Essex","54.7"
"Black","Hertfordshire","50.6"
"Black","Luton","35.0"
"Black","Norfolk","42.6"
"Black","Peterborough","50.7"
"Black","Southend-on-Sea","62.4"
"Black","Suffolk","24.5"
"Black","Thurrock","51.2"
"Black","Camden","39.7"
"Black","City of London","N/A"
"Black","Hackney","48.7"
"Black","Hammersmith and Fulham","55.3"
"Black","Haringey","30.4"
"Black","Islington","47.3"
"Black","Kensington and Chelsea","43.2"
"Black","Lambeth","50.9"
"Black","Lewisham","38.0"
"Black","Newham","48.3"
"Black","Southwark","58.2"
"Black","Tower Hamlets","43.6"
"Black","Wandsworth","52.8"
"Black","Westminster","43.5"
"Black","Barking and Dagenham","38.7"
"Black","Barnet","54.8"
"Black","Bexley","58.8"
"Black","Brent","44.3"
"Black","Bromley","45.2"
"Black","Croydon","43.5"
"Black","Ealing","49.1"
"Black","Enfield","50.1"
"Black","Greenwich","52.2"
"Black","Harrow","53.2"
"Black","Havering","55.5"
"Black","Hillingdon","41.6"
"Black","Hounslow","53.5"
"Black","Kingston upon Thames","45.2"
"Black","Merton","31.1"
"Black","Redbridge","32.0"
"Black","Richmond upon Thames","47.9"
"Black","Sutton","63.7"
"Black","Waltham Forest","32.3"
"Black","Bracknell Forest","53.8"
"Black","Brighton and Hove","46.3"
"Black","Buckinghamshire","34.1"
"Black","East Sussex","35.5"
"Black","Hampshire","43.5"
"Black","Isle of Wight","N/A"
"Black","Kent","53.8"
"Black","Medway","44.0"
"Black","Milton Keynes","54.4"
"Black","Oxfordshire","31.7"
"Black","Portsmouth","45.5"
"Black","Reading","23.3"
"Black","Slough","27.0"
"Black","Southampton","42.9"
"Black","Surrey","48.9"
"Black","West Berkshire","32.0"
"Black","West Sussex","34.2"
"Black","Windsor and Maidenhead","34.5"
"Black","Wokingham","46.7"
"Black","Bath and North East Somerset","37.5"
"Black","Bournemouth","41.2"
"Black","Bristol, City of","24.1"
"Black","Cornwall","33.3"
"Black","Devon","50.0"
"Black","Dorset","33.3"
"Black","Gloucestershire","17.5"
"Black","Isles of Scilly","N/A"
"Black","North Somerset","20.0"
"Black","Plymouth","50.0"
"Black","Poole","!"
"Black","Somerset","28.6"
"Black","South Gloucestershire","25.6"
"Black","Swindon","35.7"
"Black","Torbay","!"
"Black","Wiltshire","39.5"
"Chinese","England","63.7"
"Chinese","County Durham","!"
"Chinese","Darlington","!"
"Chinese","Gateshead","!"
"Chinese","Hartlepool","!"
"Chinese","Middlesbrough","N/A"
"Chinese","Newcastle upon Tyne","69.2"
"Chinese","North Tyneside","66.7"
"Chinese","Northumberland","!"
"Chinese","Redcar and Cleveland","!"
"Chinese","South Tyneside","N/A"
"Chinese","Stockton-on-Tees","!"
"Chinese","Sunderland","100.0"
"Chinese","Blackburn with Darwen","!"
"Chinese","Blackpool","!"
"Chinese","Bolton","57.1"
"Chinese","Bury","!"
"Chinese","Cheshire East","60.0"
"Chinese","Cheshire West and Chester","62.5"
"Chinese","Cumbria","66.7"
"Chinese","Halton","N/A"
"Chinese","Knowsley","!"
"Chinese","Lancashire","40.6"
"Chinese","Liverpool","64.4"
"Chinese","Manchester","51.2"
"Chinese","Oldham","42.9"
"Chinese","Rochdale","!"
"Chinese","Salford","!"
"Chinese","Sefton","!"
"Chinese","St. Helens","!"
"Chinese","Stockport","50.0"
"Chinese","Tameside","41.7"
"Chinese","Trafford","71.4"
"Chinese","Warrington","50.0"
"Chinese","Wigan","!"
"Chinese","Wirral","78.6"
"Chinese","Barnsley","N/A"
"Chinese","Bradford","!"
"Chinese","Calderdale","!"
"Chinese","Doncaster","60.0"
"Chinese","East Riding of Yorkshire","!"
"Chinese","Kingston upon Hull, City of","!"
"Chinese","Kirklees","60.0"
"Chinese","Leeds","50.0"
"Chinese","North East Lincolnshire","!"
"Chinese","North Lincolnshire","100.0"
"Chinese","North Yorkshire","61.5"
"Chinese","Rotherham","!"
"Chinese","Sheffield","61.1"
"Chinese","Wakefield","!"
"Chinese","York","66.7"
"Chinese","Derby","50.0"
"Chinese","Derbyshire","35.7"
"Chinese","Leicester","!"
"Chinese","Leicestershire","54.5"
"Chinese","Lincolnshire","75.8"
"Chinese","Northamptonshire","70.0"
"Chinese","Nottingham","!"
"Chinese","Nottinghamshire","68.0"
"Chinese","Rutland","N/A"
"Chinese","Birmingham","66.7"
"Chinese","Coventry","66.7"
"Chinese","Dudley","!"
"Chinese","Herefordshire, County of","!"
"Chinese","Sandwell","!"
"Chinese","Shropshire","50.0"
"Chinese","Solihull","50.0"
"Chinese","Staffordshire","50.0"
"Chinese","Stoke-on-Trent","55.6"
"Chinese","Telford and Wrekin","66.7"
"Chinese","Walsall","100.0"
"Chinese","Warwickshire","62.5"
"Chinese","Wolverhampton","!"
"Chinese","Worcestershire","!"
"Chinese","Bedford","!"
"Chinese","Cambridgeshire","76.7"
"Chinese","Central Bedfordshire","50.0"
"Chinese","Essex","62.7"
"Chinese","Hertfordshire","74.6"
"Chinese","Luton","!"
"Chinese","Norfolk","48.0"
"Chinese","Peterborough","62.5"
"Chinese","Southend-on-Sea","68.2"
"Chinese","Suffolk","!"
"Chinese","Thurrock","55.6"
"Chinese","Camden","!"
"Chinese","City of London","N/A"
"Chinese","Hackney","66.7"
"Chinese","Hammersmith and Fulham","50.0"
"Chinese","Haringey","25.0"
"Chinese","Islington","!"
"Chinese","Kensington and Chelsea","!"
"Chinese","Lambeth","66.7"
"Chinese","Lewisham","56.8"
"Chinese","Newham","45.5"
"Chinese","Southwark","73.5"
"Chinese","Tower Hamlets","50.0"
"Chinese","Wandsworth","78.6"
"Chinese","Westminster","61.1"
"Chinese","Barking and Dagenham","!"
