"Title","Unemployment over time"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Annual Population Survey https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL"
"2006","Unemployed","All","All","All","All","16+","1,598,527","29,787,303","8,725","5","0.5"
"2006","Unemployed","All","Asian - Indian","All","All","16+","49,254","641,688","216","8","5.6"
"2006","Unemployed","All","Asian - Other","All","All","16+","25,963","312,999","115","8","8"
"2006","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","62,797","411,813","270","15","6.8"
"2006","Unemployed","All","Black","All","All","16+","89,593","677,769","338","13","5.7"
"2006","Unemployed","All","Mixed","All","All","16+","?","?","?","?","?"
"2006","Unemployed","All","White - British","All","All","16+","1,197,701","25,351,600","6,987","5","0.8"
"2006","Unemployed","All","White - Other","All","All","16+","95,170","1,762,124","460","5","3.3"
"2006","Unemployed","All","Other","All","All","16+","53,502","404,948","232","13","6.9"
"2007","Unemployed","All","All","All","All","16+","1,558,666","30,037,643","8,301","5","0.5"
"2007","Unemployed","All","Asian - Indian","All","All","16+","44,261","654,948","195","7","5.6"
"2007","Unemployed","All","Asian - Other","All","All","16+","30,764","358,164","136","9","7.4"
"2007","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","62,763","431,669","271","15","6.6"
"2007","Unemployed","All","Black","All","All","16+","89,988","710,223","343","13","5.6"
"2007","Unemployed","All","Mixed","All","All","16+","26,667","220,351","111","12","9.6"
"2007","Unemployed","All","White - British","All","All","16+","1,164,758","25,372,524","6,585","5","0.8"
"2007","Unemployed","All","White - Other","All","All","16+","93,323","1,838,219","462","5","3.2"
"2007","Unemployed","All","Other","All","All","16+","44,705","433,541","192","10","6.8"
"2008","Unemployed","All","All","All","All","16+","1,738,374","30,369,713","8,963","6","0.5"
"2008","Unemployed","All","Asian - Indian","All","All","16+","47,059","686,017","222","7","5.3"
"2008","Unemployed","All","Asian - Other","All","All","16+","29,325","401,318","128","7","7.1"
"2008","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","67,870","466,673","301","15","6.3"
"2008","Unemployed","All","Black","All","All","16+","103,933","734,354","388","14","5.5"
"2008","Unemployed","All","Mixed","All","All","16+","28,287","224,112","118","13","9.5"
"2008","Unemployed","All","White - British","All","All","16+","1,309,367","25,457,469","7,082","5","0.8"
"2008","Unemployed","All","White - Other","All","All","16+","101,079","1,930,986","517","5","3"
"2008","Unemployed","All","Other","All","All","16+","50,654","451,222","204","11","6.8"
"2009","Unemployed","All","All","All","All","16+","2,343,262","30,571,641","11,671","8","0.5"
"2009","Unemployed","All","Asian - Indian","All","All","16+","62,394","732,405","252","9","5.4"
"2009","Unemployed","All","Asian - Other","All","All","16+","34,137","402,412","136","9","7.4"
"2009","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","84,916","509,388","351","17","6.2"
"2009","Unemployed","All","Black","All","All","16+","137,947","758,045","499","18","5.3"
"2009","Unemployed","All","Mixed","All","All","16+","34,724","246,594","142","14","9"
"2009","Unemployed","All","White - British","All","All","16+","1,804,582","25,495,276","9,436","7","0.8"
"2009","Unemployed","All","White - Other","All","All","16+","132,974","1,981,700","641","7","3.1"
"2009","Unemployed","All","Other","All","All","16+","49,136","421,017","204","12","7"
"2010","Unemployed","All","All","All","All","16+","2,341,208","30,611,645","11,425","8","0.5"
"2010","Unemployed","All","Asian - Indian","All","All","16+","60,134","758,755","252","8","5.3"
"2010","Unemployed","All","Asian - Other","All","All","16+","36,289","410,344","144","9","7.3"
"2010","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","85,898","525,132","343","16","6.2"
"2010","Unemployed","All","Black","All","All","16+","129,094","788,037","474","16","5.3"
"2010","Unemployed","All","Mixed","All","All","16+","39,859","259,443","152","15","9.1"
"2010","Unemployed","All","White - British","All","All","16+","1,806,861","25,405,852","9,196","7","0.8"
"2010","Unemployed","All","White - Other","All","All","16+","121,386","1,983,397","625","6","3"
"2010","Unemployed","All","Other","All","All","16+","59,316","451,165","228","13","6.9"
"2011","Unemployed","All","All","All","All","16+","2,476,624","30,853,137","11,504","8","0.5"
"2011","Unemployed","All","Asian - Indian","All","All","16+","N/A","N/A","N/A","N/A","N/A"
"2011","Unemployed","All","Asian - Other","All","All","16+","N/A","N/A","N/A","N/A","N/A"
"2011","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","N/A","N/A","N/A","N/A","N/A"
"2011","Unemployed","All","Black","All","All","16+","N/A","N/A","N/A","N/A","N/A"
"2011","Unemployed","All","Mixed","All","All","16+","N/A","N/A","N/A","N/A","N/A"
"2011","Unemployed","All","White - British","All","All","16+","N/A","N/A","N/A","N/A","N/A"
"2011","Unemployed","All","White - Other","All","All","16+","N/A","N/A","N/A","N/A","N/A"
"2011","Unemployed","All","Other","All","All","16+","N/A","N/A","N/A","N/A","N/A"
"2012","Unemployed","All","All","All","All","16+","2,454,229","31,121,569","11,471","8","0.5"
"2012","Unemployed","All","Asian - Indian","All","All","16+","81,096","830,223","320","10","5.1"
"2012","Unemployed","All","Asian - Other","All","All","16+","45,978","480,795","165","10","7.1"
"2012","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","101,009","606,922","407","17","5.7"
"2012","Unemployed","All","Black","All","All","16+","145,697","844,193","513","17","5.2"
"2012","Unemployed","All","Mixed","All","All","16+","46,312","296,173","170","16","8.6"
"2012","Unemployed","All","White - British","All","All","16+","1,854,718","25,691,817","9,200","7","0.8"
"2012","Unemployed","All","White - Other","All","All","16+","116,684","1,898,850","469","6","3.4"
"2012","Unemployed","All","Other","All","All","16+","61,954","455,511","223","14","7.1"
"2013","Unemployed","All","All","All","All","16+","2,362,557","31,441,504","10,761","8","0.5"
"2013","Unemployed","All","Asian - Indian","All","All","16+","73,594","820,169","295","9","5.2"
"2013","Unemployed","All","Asian - Other","All","All","16+","39,194","462,083","143","9","7.2"
"2013","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","119,106","653,194","402","18","6"
"2013","Unemployed","All","Black","All","All","16+","149,491","864,935","519","17","5.1"
"2013","Unemployed","All","Mixed","All","All","16+","53,398","326,315","194","16","8.2"
"2013","Unemployed","All","White - British","All","All","16+","1,746,032","25,885,272","8,513","7","0.8"
"2013","Unemployed","All","White - Other","All","All","16+","121,770","1,951,241","491","6","3.4"
"2013","Unemployed","All","Other","All","All","16+","58,475","459,085","199","13","7.3"
"2014","Unemployed","All","All","All","All","16+","1,971,406","31,637,545","9,078","6","0.5"
"2014","Unemployed","All","Asian - Indian","All","All","16+","50,804","849,422","225","6","4.9"
"2014","Unemployed","All","Asian - Other","All","All","16+","36,492","485,857","144","8","6.8"
"2014","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","91,511","671,596","350","14","5.7"
"2014","Unemployed","All","Black","All","All","16+","128,984","886,235","425","15","5.3"
"2014","Unemployed","All","Mixed","All","All","16+","41,165","330,431","153","13","8.3"
"2014","Unemployed","All","White - British","All","All","16+","1,450,588","25,760,705","7,090","6","0.8"
"2014","Unemployed","All","White - Other","All","All","16+","118,906","2,133,160","481","6","3.2"
"2014","Unemployed","All","Other","All","All","16+","47,886","464,424","189","10","6.9"
"2015","Unemployed","All","All","All","All","16+","1,675,541","32,014,443","7,508","5","0.5"
"2015","Unemployed","All","Asian - Indian","All","All","16+","57,829","870,938","219","7","5.2"
"2015","Unemployed","All","Asian - Other","All","All","16+","33,350","512,477","115","7","7.1"
"2015","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","78,331","671,899","289","12","5.8"
"2015","Unemployed","All","Black","All","All","16+","115,910","985,404","383","12","5.1"
"2015","Unemployed","All","Mixed","All","All","16+","37,220","338,419","129","11","8.5"
"2015","Unemployed","All","White - British","All","All","16+","1,200,581","25,796,578","5,792","5","0.9"
"2015","Unemployed","All","White - Other","All","All","16+","109,568","2,319,643","425","5","3.2"
"2015","Unemployed","All","Other","All","All","16+","41,483","481,412","151","9","7.1"
"2016","Unemployed","All","All","All","All","16+","1,551,367","32,188,986","6,250","5","0.5"
"2016","Unemployed","All","Asian - Indian","All","All","16+","44,512","889,259","151","5","5.5"
"2016","Unemployed","All","Asian - Other","All","All","16+","31,019","552,659","104","6","7"
"2016","Unemployed","All","Asian - Pakistani/Bangladeshi","All","All","16+","81,948","723,017","273","11","5.9"
"2016","Unemployed","All","Black","All","All","16+","103,987","1,002,613","323","10","5.3"
"2016","Unemployed","All","Mixed","All","All","16+","39,507","369,558","119","11","8.8"
"2016","Unemployed","All","White - British","All","All","16+","1,106,144","25,572,975","4,759","4","0.9"
"2016","Unemployed","All","White - Other","All","All","16+","106,122","2,539,921","393","4","3.1"
"2016","Unemployed","All","Other","All","All","16+","36,891","513,182","123","7","7.2"
