"Title","Well-being: how worthwhile people feel the things they do in their life are"
"Location","UK"
"Time period","2012 to 2016"
"Data source","Office for National Statistics"
"Data source link","https://www.ons.gov.uk/peoplepopulationandcommunity/wellbeing/datasets/measuringnationalwellbeingworthwhile"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-03-02"
"Measure","Year","Ethnicity","Sex","NS-SEC","Threshold","Mean","Percentage","Upper Confidence Interval","Lower Confidence Interval","Sample Size"
"Worthwhile","2012","Black / African / Caribbean / Black British","All","All","Low (0-4)","N/A","5.26","6.13","4.38","-"
"Worthwhile","2012","Black / African / Caribbean / Black British","All","All","Medium (5-6)","N/A","21.77","23.59","19.95","-"
"Worthwhile","2012","Black / African / Caribbean / Black British","All","All","Very High (9-10)","N/A","30.07","32.05","28.1","-"
"Worthwhile","2013","Black / African / Caribbean / Black British","All","All","High (7-8)","N/A","44.05","46.24","41.86","-"
"Worthwhile","2013","Black / African / Caribbean / Black British","All","All","Low (0-4)","N/A","4.76","5.6","3.91","-"
"Worthwhile","2013","Black / African / Caribbean / Black British","All","All","Medium (5-6)","N/A","19.35","21.09","17.62","-"
"Worthwhile","2013","Black / African / Caribbean / Black British","All","All","Very High (9-10)","N/A","31.84","33.86","29.81","-"
"Worthwhile","2014","Black / African / Caribbean / Black British","All","All","High (7-8)","N/A","43.82","45.96","41.68","-"
"Worthwhile","2014","Black / African / Caribbean / Black British","All","All","Low (0-4)","N/A","4.84","5.77","3.91","-"
"Worthwhile","2014","Black / African / Caribbean / Black British","All","All","Medium (5-6)","N/A","18.08","19.78","16.38","-"
"Worthwhile","2014","Black / African / Caribbean / Black British","All","All","Very High (9-10)","N/A","33.27","35.44","31.09","-"
"Worthwhile","2015","Black / African / Caribbean / Black British","All","All","High (7-8)","N/A","44.5","46.62","42.38","-"
"Worthwhile","2015","Black / African / Caribbean / Black British","All","All","Low (0-4)","N/A","3.36","4.06","2.67","-"
"Worthwhile","2015","Black / African / Caribbean / Black British","All","All","Medium (5-6)","N/A","18.69","20.42","16.95","-"
"Worthwhile","2015","Black / African / Caribbean / Black British","All","All","Very High (9-10)","N/A","33.46","35.5","31.42","-"
"Worthwhile","2016","Black / African / Caribbean / Black British","All","All","High (7-8)","N/A","43.95","46.2","41.71","-"
"Worthwhile","2016","Black / African / Caribbean / Black British","All","All","Low (0-4)","N/A","4.38","5.31","3.44","-"
"Worthwhile","2016","Black / African / Caribbean / Black British","All","All","Medium (5-6)","N/A","18.34","20.08","16.6","-"
"Worthwhile","2016","Black / African / Caribbean / Black British","All","All","Very High (9-10)","N/A","33.33","35.49","31.17","-"
"Worthwhile","2012","Chinese","All","All","High (7-8)","N/A","54.97","60.53","49.41","-"
"Worthwhile","2012","Chinese","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2012","Chinese","All","All","Medium (5-6)","N/A","19.49","23.72","15.25","-"
"Worthwhile","2012","Chinese","All","All","Very High (9-10)","N/A","22.63","27.18","18.07","-"
"Worthwhile","2013","Chinese","All","All","High (7-8)","N/A","60.03","65.37","54.68","-"
"Worthwhile","2013","Chinese","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2013","Chinese","All","All","Medium (5-6)","N/A","18.2","22.41","13.99","-"
"Worthwhile","2013","Chinese","All","All","Very High (9-10)","N/A","20.4","24.51","16.29","-"
"Worthwhile","2014","Chinese","All","All","High (7-8)","N/A","60.08","65.43","54.74","-"
"Worthwhile","2014","Chinese","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2014","Chinese","All","All","Medium (5-6)","N/A","12.68","15.78","9.59","-"
"Worthwhile","2014","Chinese","All","All","Very High (9-10)","N/A","26.21","31.03","21.39","-"
"Worthwhile","2015","Chinese","All","All","High (7-8)","N/A","54.57","60.08","49.07","-"
"Worthwhile","2015","Chinese","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2015","Chinese","All","All","Medium (5-6)","N/A","14.84","18.66","11.02","-"
"Worthwhile","2015","Chinese","All","All","Very High (9-10)","N/A","27.67","33.17","22.18","-"
"Worthwhile","2016","Chinese","All","All","High (7-8)","N/A","58.15","63.1","53.2","-"
"Worthwhile","2016","Chinese","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2016","Chinese","All","All","Medium (5-6)","N/A","14.44","17.83","11.05","-"
"Worthwhile","2016","Chinese","All","All","Very High (9-10)","N/A","25.98","30.41","21.56","-"
"Worthwhile","2012","Gypsy / Traveller / Irish Traveller","All","All","High (7-8)","N/A","?","?","?","-"
"Worthwhile","2012","Gypsy / Traveller / Irish Traveller","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2012","Gypsy / Traveller / Irish Traveller","All","All","Medium (5-6)","N/A","?","?","?","-"
"Worthwhile","2012","Gypsy / Traveller / Irish Traveller","All","All","Very High (9-10)","N/A","?","?","?","-"
"Worthwhile","2013","Gypsy / Traveller / Irish Traveller","All","All","High (7-8)","N/A","?","?","?","-"
"Worthwhile","2013","Gypsy / Traveller / Irish Traveller","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2013","Gypsy / Traveller / Irish Traveller","All","All","Medium (5-6)","N/A","?","?","?","-"
"Worthwhile","2013","Gypsy / Traveller / Irish Traveller","All","All","Very High (9-10)","N/A","?","?","?","-"
"Worthwhile","2014","Gypsy / Traveller / Irish Traveller","All","All","High (7-8)","N/A","?","?","?","-"
"Worthwhile","2014","Gypsy / Traveller / Irish Traveller","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2014","Gypsy / Traveller / Irish Traveller","All","All","Medium (5-6)","N/A","?","?","?","-"
"Worthwhile","2014","Gypsy / Traveller / Irish Traveller","All","All","Very High (9-10)","N/A","?","?","?","-"
"Worthwhile","2015","Gypsy / Traveller / Irish Traveller","All","All","High (7-8)","N/A","?","?","?","-"
"Worthwhile","2015","Gypsy / Traveller / Irish Traveller","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2015","Gypsy / Traveller / Irish Traveller","All","All","Medium (5-6)","N/A","?","?","?","-"
"Worthwhile","2015","Gypsy / Traveller / Irish Traveller","All","All","Very High (9-10)","N/A","?","?","?","-"
"Worthwhile","2016","Gypsy / Traveller / Irish Traveller","All","All","High (7-8)","N/A","?","?","?","-"
"Worthwhile","2016","Gypsy / Traveller / Irish Traveller","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2016","Gypsy / Traveller / Irish Traveller","All","All","Medium (5-6)","N/A","?","?","?","-"
"Worthwhile","2016","Gypsy / Traveller / Irish Traveller","All","All","Very High (9-10)","N/A","?","?","?","-"
"Worthwhile","2012","Indian","All","All","High (7-8)","N/A","48.48","50.82","46.14","-"
"Worthwhile","2012","Indian","All","All","Low (0-4)","N/A","3.4","4.19","2.62","-"
"Worthwhile","2012","Indian","All","All","Medium (5-6)","N/A","16.48","18.23","14.74","-"
"Worthwhile","2012","Indian","All","All","Very High (9-10)","N/A","31.63","33.91","29.36","-"
"Worthwhile","2013","Indian","All","All","High (7-8)","N/A","50.42","52.84","48.01","-"
"Worthwhile","2013","Indian","All","All","Low (0-4)","N/A","3.08","3.85","2.3","-"
"Worthwhile","2013","Indian","All","All","Medium (5-6)","N/A","15.81","17.62","13.99","-"
"Worthwhile","2013","Indian","All","All","Very High (9-10)","N/A","30.69","32.92","28.47","-"
"Worthwhile","2014","Indian","All","All","High (7-8)","N/A","51.79","54.2","49.38","-"
"Worthwhile","2014","Indian","All","All","Low (0-4)","N/A","2.91","3.63","2.18","-"
"Worthwhile","2014","Indian","All","All","Medium (5-6)","N/A","13.92","15.68","12.16","-"
"Worthwhile","2014","Indian","All","All","Very High (9-10)","N/A","31.39","33.71","29.06","-"
"Worthwhile","2015","Indian","All","All","High (7-8)","N/A","51.08","53.52","48.63","-"
"Worthwhile","2015","Indian","All","All","Low (0-4)","N/A","2.42","3.07","1.77","-"
"Worthwhile","2015","Indian","All","All","Medium (5-6)","N/A","12.59","14.21","10.98","-"
"Worthwhile","2015","Indian","All","All","Very High (9-10)","N/A","33.91","36.31","31.51","-"
"Worthwhile","2016","Indian","All","All","High (7-8)","N/A","51.65","54.1","49.21","-"
"Worthwhile","2016","Indian","All","All","Low (0-4)","N/A","2.05","2.8","1.3","-"
"Worthwhile","2016","Indian","All","All","Medium (5-6)","N/A","12.48","14.01","10.94","-"
"Worthwhile","2016","Indian","All","All","Very High (9-10)","N/A","33.82","36.2","31.44","-"
"Worthwhile","2012","Mixed / Multiple ethnic groups","All","All","High (7-8)","N/A","48.07","52.02","44.11","-"
"Worthwhile","2012","Mixed / Multiple ethnic groups","All","All","Low (0-4)","N/A","6.15","8.32","3.97","-"
"Worthwhile","2012","Mixed / Multiple ethnic groups","All","All","Medium (5-6)","N/A","18.45","21.69","15.21","-"
"Worthwhile","2012","Mixed / Multiple ethnic groups","All","All","Very High (9-10)","N/A","27.34","30.77","23.9","-"
"Worthwhile","2013","Mixed / Multiple ethnic groups","All","All","High (7-8)","N/A","43.37","47.64","39.09","-"
"Worthwhile","2013","Mixed / Multiple ethnic groups","All","All","Low (0-4)","N/A","5.86","8.12","3.59","-"
"Worthwhile","2013","Mixed / Multiple ethnic groups","All","All","Medium (5-6)","N/A","15.15","18.2","12.1","-"
"Worthwhile","2013","Mixed / Multiple ethnic groups","All","All","Very High (9-10)","N/A","35.63","39.7","31.55","-"
"Worthwhile","2014","Mixed / Multiple ethnic groups","All","All","High (7-8)","N/A","46.79","50.65","42.92","-"
"Worthwhile","2014","Mixed / Multiple ethnic groups","All","All","Low (0-4)","N/A","5.11","7.03","3.19","-"
"Worthwhile","2014","Mixed / Multiple ethnic groups","All","All","Medium (5-6)","N/A","19","22.32","15.69","-"
"Worthwhile","2014","Mixed / Multiple ethnic groups","All","All","Very High (9-10)","N/A","29.1","32.58","25.63","-"
"Worthwhile","2015","Mixed / Multiple ethnic groups","All","All","High (7-8)","N/A","48.4","52.45","44.36","-"
"Worthwhile","2015","Mixed / Multiple ethnic groups","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2015","Mixed / Multiple ethnic groups","All","All","Medium (5-6)","N/A","16.06","18.96","13.15","-"
"Worthwhile","2015","Mixed / Multiple ethnic groups","All","All","Very High (9-10)","N/A","31.83","35.6","28.06","-"
"Worthwhile","2016","Mixed / Multiple ethnic groups","All","All","High (7-8)","N/A","48.66","52.67","44.64","-"
"Worthwhile","2016","Mixed / Multiple ethnic groups","All","All","Low (0-4)","N/A","3.6","4.93","2.26","-"
"Worthwhile","2016","Mixed / Multiple ethnic groups","All","All","Medium (5-6)","N/A","15.72","19.23","12.21","-"
"Worthwhile","2016","Mixed / Multiple ethnic groups","All","All","Very High (9-10)","N/A","32.02","35.81","28.24","-"
"Worthwhile","2012","Other Asian background","All","All","High (7-8)","N/A","47.15","50.9","43.39","-"
"Worthwhile","2012","Other Asian background","All","All","Low (0-4)","N/A","4.6","6.33","2.88","-"
"Worthwhile","2012","Other Asian background","All","All","Medium (5-6)","N/A","18.67","21.63","15.72","-"
"Worthwhile","2012","Other Asian background","All","All","Very High (9-10)","N/A","29.58","33.03","26.12","-"
"Worthwhile","2013","Other Asian background","All","All","High (7-8)","N/A","45.66","49.73","41.59","-"
"Worthwhile","2013","Other Asian background","All","All","Low (0-4)","N/A","5.28","7.11","3.45","-"
"Worthwhile","2013","Other Asian background","All","All","Medium (5-6)","N/A","16.79","20.01","13.56","-"
"Worthwhile","2013","Other Asian background","All","All","Very High (9-10)","N/A","32.28","36.09","28.47","-"
"Worthwhile","2014","Other Asian background","All","All","High (7-8)","N/A","47.74","51.53","43.94","-"
"Worthwhile","2014","Other Asian background","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2014","Other Asian background","All","All","Medium (5-6)","N/A","15.16","17.85","12.48","-"
"Worthwhile","2014","Other Asian background","All","All","Very High (9-10)","N/A","33.75","37.43","30.07","-"
"Worthwhile","2015","Other Asian background","All","All","High (7-8)","N/A","48.5","52.37","44.62","-"
"Worthwhile","2015","Other Asian background","All","All","Low (0-4)","N/A","2.48","3.46","1.51","-"
"Worthwhile","2015","Other Asian background","All","All","Medium (5-6)","N/A","18.34","21.51","15.16","-"
"Worthwhile","2015","Other Asian background","All","All","Very High (9-10)","N/A","30.68","34.24","27.13","-"
"Worthwhile","2016","Other Asian background","All","All","High (7-8)","N/A","49.03","52.97","45.09","-"
"Worthwhile","2016","Other Asian background","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2016","Other Asian background","All","All","Medium (5-6)","N/A","14.33","17.02","11.64","-"
"Worthwhile","2016","Other Asian background","All","All","Very High (9-10)","N/A","33.89","37.74","30.05","-"
"Worthwhile","2012","Other ethnic group","All","All","High (7-8)","N/A","45.74","49.14","42.33","-"
"Worthwhile","2012","Other ethnic group","All","All","Low (0-4)","N/A","6.13","7.76","4.5","-"
"Worthwhile","2012","Other ethnic group","All","All","Medium (5-6)","N/A","20.97","23.86","18.08","-"
"Worthwhile","2012","Other ethnic group","All","All","Very High (9-10)","N/A","27.17","30.27","24.06","-"
"Worthwhile","2013","Other ethnic group","All","All","High (7-8)","N/A","47.3","50.68","43.92","-"
"Worthwhile","2013","Other ethnic group","All","All","Low (0-4)","N/A","6.92","8.68","5.15","-"
"Worthwhile","2013","Other ethnic group","All","All","Medium (5-6)","N/A","16.97","19.46","14.49","-"
"Worthwhile","2013","Other ethnic group","All","All","Very High (9-10)","N/A","28.8","31.9","25.71","-"
"Worthwhile","2014","Other ethnic group","All","All","High (7-8)","N/A","47.7","51.21","44.19","-"
"Worthwhile","2014","Other ethnic group","All","All","Low (0-4)","N/A","3.78","5.01","2.54","-"
"Worthwhile","2014","Other ethnic group","All","All","Medium (5-6)","N/A","17.32","19.74","14.89","-"
"Worthwhile","2014","Other ethnic group","All","All","Very High (9-10)","N/A","31.2","34.47","27.94","-"
"Worthwhile","2015","Other ethnic group","All","All","High (7-8)","N/A","50.5","53.96","47.03","-"
"Worthwhile","2015","Other ethnic group","All","All","Low (0-4)","N/A","4.47","5.69","3.25","-"
"Worthwhile","2015","Other ethnic group","All","All","Medium (5-6)","N/A","13.57","15.84","11.29","-"
"Worthwhile","2015","Other ethnic group","All","All","Very High (9-10)","N/A","31.47","34.61","28.32","-"
"Worthwhile","2016","Other ethnic group","All","All","High (7-8)","N/A","48.8","52.41","45.19","-"
"Worthwhile","2016","Other ethnic group","All","All","Low (0-4)","N/A","?","?","?","-"
"Worthwhile","2016","Other ethnic group","All","All","Medium (5-6)","N/A","15.45","17.91","13","-"
"Worthwhile","2016","Other ethnic group","All","All","Very High (9-10)","N/A","32.97","36.38","29.56","-"
"Worthwhile","2012","Pakistani","All","All","High (7-8)","N/A","43.03","46.21","39.84","-"
"Worthwhile","2012","Pakistani","All","All","Low (0-4)","N/A","4.44","5.69","3.19","-"
"Worthwhile","2012","Pakistani","All","All","Medium (5-6)","N/A","21.59","24.26","18.92","-"
"Worthwhile","2012","Pakistani","All","All","Very High (9-10)","N/A","30.95","33.98","27.91","-"
"Worthwhile","2013","Pakistani","All","All","High (7-8)","N/A","46.26","49.46","43.05","-"
"Worthwhile","2013","Pakistani","All","All","Low (0-4)","N/A","5.06","6.4","3.73","-"
"Worthwhile","2013","Pakistani","All","All","Medium (5-6)","N/A","17.91","20.4","15.42","-"
"Worthwhile","2013","Pakistani","All","All","Very High (9-10)","N/A","30.77","33.8","27.75","-"
"Worthwhile","2014","Pakistani","All","All","High (7-8)","N/A","44.72","47.78","41.66","-"
"Worthwhile","2014","Pakistani","All","All","Low (0-4)","N/A","3.72","4.77","2.67","-"
"Worthwhile","2014","Pakistani","All","All","Medium (5-6)","N/A","17.2","19.73","14.67","-"
"Worthwhile","2014","Pakistani","All","All","Very High (9-10)","N/A","34.36","37.36","31.36","-"
"Worthwhile","2015","Pakistani","All","All","High (7-8)","N/A","47.37","50.58","44.15","-"
"Worthwhile","2015","Pakistani","All","All","Low (0-4)","N/A","2.8","3.85","1.74","-"
"Worthwhile","2015","Pakistani","All","All","Medium (5-6)","N/A","15.34","17.62","13.07","-"
"Worthwhile","2015","Pakistani","All","All","Very High (9-10)","N/A","34.49","37.74","31.24","-"
"Worthwhile","2016","Pakistani","All","All","High (7-8)","N/A","46.83","50.09","43.56","-"
"Worthwhile","2016","Pakistani","All","All","Low (0-4)","N/A","4.21","5.53","2.88","-"
"Worthwhile","2016","Pakistani","All","All","Medium (5-6)","N/A","13.08","15.08","11.08","-"
"Worthwhile","2016","Pakistani","All","All","Very High (9-10)","N/A","35.89","39.02","32.75","-"
"Worthwhile","2012","All","All","All","High (7-8)","N/A","49.26","49.58","48.93","-"
"Worthwhile","2012","All","All","All","Low (0-4)","N/A","4.38","4.51","4.25","-"
"Worthwhile","2012","All","All","All","Medium (5-6)","N/A","14.87","15.11","14.64","-"
"Worthwhile","2012","All","All","All","Very High (9-10)","N/A","31.5","31.8","31.19","-"
"Worthwhile","2013","All","All","All","High (7-8)","N/A","49.21","49.53","48.88","-"
"Worthwhile","2013","All","All","All","Low (0-4)","N/A","4.31","4.45","4.18","-"
"Worthwhile","2013","All","All","All","Medium (5-6)","N/A","14.15","14.39","13.92","-"
"Worthwhile","2013","All","All","All","Very High (9-10)","N/A","32.33","32.64","32.02","-"
"Worthwhile","2014","All","All","All","High (7-8)","N/A","49.1","49.43","48.77","-"
"Worthwhile","2014","All","All","All","Low (0-4)","N/A","3.96","4.09","3.83","-"
"Worthwhile","2014","All","All","All","Medium (5-6)","N/A","13.08","13.3","12.85","-"
"Worthwhile","2014","All","All","All","Very High (9-10)","N/A","33.86","34.18","33.54","-"
"Worthwhile","2015","All","All","All","High (7-8)","N/A","49.22","49.56","48.88","-"
"Worthwhile","2015","All","All","All","Low (0-4)","N/A","3.56","3.68","3.44","-"
"Worthwhile","2015","All","All","All","Medium (5-6)","N/A","12.76","12.99","12.54","-"
"Worthwhile","2015","All","All","All","Very High (9-10)","N/A","34.46","34.78","34.13","-"
"Worthwhile","2016","All","All","All","High (7-8)","N/A","48.99","49.34","48.64","-"
"Worthwhile","2016","All","All","All","Low (0-4)","N/A","3.62","3.74","3.49","-"
