"Title","EBacc entry by ethnicity, gender and eligibility for free school meals (FSM)"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM"," Value "," Denominator ","Lower confidence interval","Upper confidence interval","Notes","New grouping"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","Boys","All other ","57","966","NA","NA","","Non-FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","Boys","All other ","46","3,182","NA","NA","","Non-FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","DFE","England","Country","E92000001","Boys","All other ","31","2,465","NA","NA","","Non-FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","DFE","England","Country","E92000001","Boys","All other ","37","238,526","NA","NA","","Non-FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","England","Country","E92000001","Girls","All other ","46","183,098","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White - British","DFE","England","Country","E92000001","Girls","All other ","46","171,125","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish","DFE","England","Country","E92000001","Girls","All other ","59","793","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish Traveller","DFE","England","Country","E92000001","Girls","All other ","22","23","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","DFE","England","Country","E92000001","Girls","All other ","6","400","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Any other","DFE","England","Country","E92000001","Girls","All other ","52","10,757","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","England","Country","E92000001","Girls","All other ","51","9,214","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","Girls","All other ","42","2,742","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","Girls","All other ","50","1,079","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","Girls","All other ","59","2,177","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","Girls","All other ","54","3,216","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","England","Country","E92000001","Girls","All other ","56","20,365","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","Girls","All other ","64","6,222","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","Girls","All other ","48","7,735","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","Girls","All other ","55","2,886","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","Girls","All other ","63","3,522","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","England","Country","E92000001","Girls","All other ","53","10,786","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","Girls","All other ","47","2,817","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","DFE","England","Country","E92000001","Girls","All other ","56","6,669","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","Girls","All other ","50","1,300","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","Girls","All other ","70","930","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","Girls","All other ","57","2,913","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","DFE","England","Country","E92000001","Girls","All other ","43","2,329","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","DFE","England","Country","E92000001","Girls","All other ","48","229,635","NA","NA","","Non-FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","England","Country","E92000001","Boys","eligible for free school meals","15","25,284","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","White - British","DFE","England","Country","E92000001","Boys","eligible for free school meals","14","23,654","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish","DFE","England","Country","E92000001","Boys","eligible for free school meals","25","115","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish Traveller","DFE","England","Country","E92000001","Boys","eligible for free school meals","!","41","NA","NA","Suppressed","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","DFE","England","Country","E92000001","Boys","eligible for free school meals","!","157","NA","NA","Suppressed","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Any other","DFE","England","Country","E92000001","Boys","eligible for free school meals","32","1,317","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","England","Country","E92000001","Boys","eligible for free school meals","22","2,121","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","Boys","eligible for free school meals","16","816","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","Boys","eligible for free school meals","26","275","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","Boys","eligible for free school meals","22","362","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","Boys","eligible for free school meals","28","668","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","England","Country","E92000001","Boys","eligible for free school meals","31","4,724","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","Boys","eligible for free school meals","34","539","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","Boys","eligible for free school meals","24","2,396","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","Boys","eligible for free school meals","39","1,267","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","Boys","eligible for free school meals","38","522","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","England","Country","E92000001","Boys","eligible for free school meals","28","3,317","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","Boys","eligible for free school meals","20","838","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","DFE","England","Country","E92000001","Boys","eligible for free school meals","32","2,075","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","Boys","eligible for free school meals","24","404","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","Boys","eligible for free school meals","45","67","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","Boys","eligible for free school meals","37","1,060","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","DFE","England","Country","E92000001","Boys","eligible for free school meals","16","507","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","DFE","England","Country","E92000001","Boys","eligible for free school meals","19","37,080","NA","NA","","FSM Boys"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","England","Country","E92000001","Girls","eligible for free school meals","21","24,311","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White - British","DFE","England","Country","E92000001","Girls","eligible for free school meals","20","22,784","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish","DFE","England","Country","E92000001","Girls","eligible for free school meals","24","98","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish Traveller","DFE","England","Country","E92000001","Girls","eligible for free school meals","!","32","NA","NA","Suppressed","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","DFE","England","Country","E92000001","Girls","eligible for free school meals","!","173","NA","NA","Suppressed","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Any other","DFE","England","Country","E92000001","Girls","eligible for free school meals","39","1,224","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","England","Country","E92000001","Girls","eligible for free school meals","31","2,119","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","Girls","eligible for free school meals","25","804","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","Girls","eligible for free school meals","39","254","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","Girls","eligible for free school meals","33","370","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","Girls","eligible for free school meals","35","691","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","England","Country","E92000001","Girls","eligible for free school meals","42","4,294","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","Girls","eligible for free school meals","48","503","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","Girls","eligible for free school meals","38","2,140","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","Girls","eligible for free school meals","45","1,194","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","Girls","eligible for free school meals","46","457","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","England","Country","E92000001","Girls","eligible for free school meals","42","3,227","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","Girls","eligible for free school meals","32","851","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","DFE","England","Country","E92000001","Girls","eligible for free school meals","47","2,011","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","Girls","eligible for free school meals","38","365","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","Girls","eligible for free school meals","67","63","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","Girls","eligible for free school meals","48","964","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","DFE","England","Country","E92000001","Girls","eligible for free school meals","26","470","NA","NA","","FSM Girls"
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","DFE","England","Country","E92000001","Girls","eligible for free school meals","27","35,448","NA","NA","","FSM Girls"
