Measure,Time,Time Type,Ethnicity,Ethnicity Type,Geography,Geography type,ONS geography code,Gender,FSM,Admission basis,School type,SEN,Religious character,Value, Denominator 
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish Traveller,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,16.3,49
Percentage entering the English Baccalaureate,2016,Academic year,White - Gypsy/Roma,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,5.4,777
Percentage entering the English Baccalaureate,2016,Academic year,White - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,46.6,"21,903"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,45.8,"18,628"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,36.5,"5,540"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,44.5,"2,158"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Asian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,53.5,"4,357"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,49,"6,573"
Percentage entering the English Baccalaureate,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,49.5,"42,200"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Indian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,57.1,"13,004"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Pakistani,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,41.3,"15,898"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Bangladeshi,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,48,"5,858"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,55,"7,440"
Percentage entering the English Baccalaureate,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,45.5,"21,380"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,39.1,"5,527"
Percentage entering the English Baccalaureate,2016,Academic year,Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,48.9,"13,263"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,42.1,"2,590"
Percentage entering the English Baccalaureate,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,63.2,"1,896"
Percentage entering the English Baccalaureate,2016,Academic year,Other - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,51,"6,095"
Percentage entering the English Baccalaureate,2016,Academic year,unclassified,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,36.7,"4,794"
Percentage entering the English Baccalaureate,2016,Academic year,All,All pupils,England,Country,E92000001,All pupils,All other pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,42.3,"468,161"
Percentage entering the English Baccalaureate,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,38.2,"422,763"
Percentage entering the English Baccalaureate,2016,Academic year,White - British,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,37.8,"395,316"
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,49.8,"1,774"
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish Traveller,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,12.3,122
Percentage entering the English Baccalaureate,2016,Academic year,White - Gypsy/Roma,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,5.1,"1,107"
Percentage entering the English Baccalaureate,2016,Academic year,White - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,45.4,"24,444"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,42.3,"22,868"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,32.9,"7,160"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,42.1,"2,687"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Asian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,49.8,"5,089"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,46,"7,932"
Percentage entering the English Baccalaureate,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,47.1,"51,218"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Indian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,55.9,"14,046"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Pakistani,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,38.9,"20,434"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Bangladeshi,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,46.2,"8,319"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,53.4,"8,419"
Percentage entering the English Baccalaureate,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,43,"27,924"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,36.1,"7,216"
Percentage entering the English Baccalaureate,2016,Academic year,Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,46.6,"17,349"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,39.5,"3,359"
Percentage entering the English Baccalaureate,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,62.7,"2,026"
Percentage entering the English Baccalaureate,2016,Academic year,Other - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,48.7,"8,119"
Percentage entering the English Baccalaureate,2016,Academic year,unclassified,Ethnicities used by National Pupil Database (19),England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,34,"5,771"
Percentage entering the English Baccalaureate,2016,Academic year,All,All pupils,England,Country,E92000001,All pupils,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,39.7,"540,689"
Percentage entering the English Baccalaureate,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,33.1,"215,354"
Percentage entering the English Baccalaureate,2016,Academic year,White - British,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,32.7,"201,407"
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,44.4,883
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish Traveller,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,7.5,67
Percentage entering the English Baccalaureate,2016,Academic year,White - Gypsy/Roma,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,4.3,534
Percentage entering the English Baccalaureate,2016,Academic year,White - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,40.6,"12,463"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,37.3,"11,535"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,27.8,"3,614"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,36.8,"1,354"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - White and Asian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,44.1,"2,542"
Percentage entering the English Baccalaureate,2016,Academic year,Mixed - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,41.6,"4,025"
Percentage entering the English Baccalaureate,2016,Academic year,Asian,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,40.9,"26,559"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Indian,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,49.7,"7,321"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Pakistani,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,32.3,"10,559"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Bangladeshi,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,40.7,"4,239"
Percentage entering the English Baccalaureate,2016,Academic year,Asian - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,47,"4,440"
Percentage entering the English Baccalaureate,2016,Academic year,Black,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,35.8,"13,911"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Caribbean,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,28.2,"3,548"
Percentage entering the English Baccalaureate,2016,Academic year,Black - African,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,39.7,"8,669"
Percentage entering the English Baccalaureate,2016,Academic year,Black - Any other ,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,31.9,"1,694"
Percentage entering the English Baccalaureate,2016,Academic year,Chinese,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,55.9,"1,033"
Percentage entering the English Baccalaureate,2016,Academic year,Other - Any other,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,43.3,"4,242"
Percentage entering the English Baccalaureate,2016,Academic year,unclassified,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,28.5,"2,972"
Percentage entering the English Baccalaureate,2016,Academic year,All,All pupils,England,Country,E92000001,Boys,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,34.4,"275,606"
Percentage entering the English Baccalaureate,2016,Academic year,White,White/Asian/Black/Mixed/Chinese,England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,43.4,"207,409"
Percentage entering the English Baccalaureate,2016,Academic year,White - British,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,43.1,"193,909"
Percentage entering the English Baccalaureate,2016,Academic year,White - Irish,Ethnicities used by National Pupil Database (19),England,Country,E92000001,Girls,All pupils,All state-funded schools,All state-funded schools,All state-funded schools,All state-funded schools,55.1,891
