"Title","EBacc entry by ethnicity and eligibility for free school meals (FSM)"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM"," Value "," Denominator ","Lower confidence interval","Upper confidence interval"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","All pupils","FSM","42","2,461","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","All pupils","FSM","41","979","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","England","Country","E92000001","All pupils","FSM","35","6,544","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","All pupils","FSM","26","1,689","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","DFE","England","Country","E92000001","All pupils","FSM","39","4,086","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","All pupils","FSM","31","769","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","All pupils","FSM","55","130","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","All pupils","FSM","42","2,024","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","DFE","England","Country","E92000001","All pupils","FSM","21","977","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","DFE","England","Country","E92000001","All pupils","FSM","23","72,528","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","White","DFE","England","Country","E92000001","All pupils","Non-FSM","41","373,168","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","White - British","DFE","England","Country","E92000001","All pupils","Non-FSM","41","348,878","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish","DFE","England","Country","E92000001","All pupils","Non-FSM","53","1,561","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Irish Traveller","DFE","England","Country","E92000001","All pupils","Non-FSM","16","49","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","DFE","England","Country","E92000001","All pupils","Non-FSM","5","777","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","White - Any other","DFE","England","Country","E92000001","All pupils","Non-FSM","47","21,903","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed","DFE","England","Country","E92000001","All pupils","Non-FSM","46","18,628","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","All pupils","Non-FSM","37","5,540","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","All pupils","Non-FSM","45","2,158","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","All pupils","Non-FSM","54","4,357","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","All pupils","Non-FSM","49","6,573","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian","DFE","England","Country","E92000001","All pupils","Non-FSM","50","42,200","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","All pupils","Non-FSM","57","13,004","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","All pupils","Non-FSM","41","15,898","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","All pupils","Non-FSM","48","5,858","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","All pupils","Non-FSM","55","7,440","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Black","DFE","England","Country","E92000001","All pupils","Non-FSM","46","21,380","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","All pupils","Non-FSM","39","5,527","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - African","DFE","England","Country","E92000001","All pupils","Non-FSM","49","13,263","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","All pupils","Non-FSM","42","2,590","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","All pupils","Non-FSM","63","1,896","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","All pupils","Non-FSM","51","6,095","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","unclassified","DFE","England","Country","E92000001","All pupils","Non-FSM","37","4,794","NA","NA"
"Percentage entering the English Baccalaureate","2016","Academic year","All - England","DFE","England","Country","E92000001","All pupils","Non-FSM","42","468,161","NA","NA"
