"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","Gateshead","E08000037","82","%","1976"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","County Durham","E06000047","78","%","5370"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","Stockton-on-Tees","E06000004","76","%","2253"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","South Tyneside","E08000023","81","%","1534"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","Middlesbrough","E06000002","69","%","1741"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","Darlington","E06000005","74","%","1229"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","North Tyneside","E08000022","76","%","2241"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","Redcar and Cleveland","E06000003","79","%","1541"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","Hartlepool","E06000001","76","%","1094"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","Newcastle upon Tyne","E08000021","78","%","2587"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North East","Northumberland","E06000057","80","%","3322"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Lancashire","E10000017","77","%","13229"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Halton","E06000006","66","%","1477"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire West and Chester","E06000050","69","%","3633"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","77","%","3575"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","68","%","1781"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","69","%","3249"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","80","%","2637"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","63","%","3860"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","75","%","2769"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","70","%","4958"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Manchester","E08000003","73","%","5835"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","74","%","2100"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bolton","E08000001","77","%","3540"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","72","%","3599"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","73","%","2680"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Trafford","E08000009","81","%","2701"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","80","%","2384"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","77","%","1669"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Stockport","E08000007","76","%","3165"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","73","%","1960"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","74","%","2240"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","73","%","2601"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","63","%","4660"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Wokingham","E06000041","75","%","1868"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","76","%","2396"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","76","%","11122"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Isle of Wight","E06000046","74","%","1327"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Medway","E06000035","74","%","3087"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Windsor and Maidenhead","E06000040","75","%","1340"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Hampshire","E10000014","80","%","14044"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","West Berkshire","E06000037","70","%","1675"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Southampton","E06000045","77","%","2300"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","77","%","1478"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","73","%","2007"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Buckinghamshire","E10000002","71","%","5701"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Milton Keynes","E06000042","76","%","3227"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","East Sussex","E10000011","74","%","5034"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","80","%","16076"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Slough","E06000039","79","%","1954"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","West Sussex","E10000032","61","%","8239"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Oxfordshire","E10000025","69","%","6692"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","75","%","1311"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","60","%","20"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","68","%","1387"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","74","%","4933"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","60","%","2535"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Somerset","E10000027","74","%","5481"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","60","%","4049"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","74","%","4267"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Cornwall","E06000052","73","%","5531"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","75","%","1320"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","70","%","6105"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","76","%","2150"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","70","%","3086"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","75","%","1554"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","73","%","2665"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","70","%","7471"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","71","%","1715"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","77","%","5807"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","77","%","3412"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","69","%","14581"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","79","%","2547"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","74","%","2078"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Sandwell","E08000028","73","%","4078"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","68","%","2930"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","72","%","3793"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","75","%","2883"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","70","%","5942"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","74","%","1774"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","70","%","2897"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","73","%","3678"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","74","%","9028"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","74","%","7280"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","79","%","2833"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","73","%","5878"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","York","E06000014","71","%","1821"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","78","%","1894"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","67","%","8304"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","76","%","2581"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","80","%","1869"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","70","%","5100"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","59","%","2642"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","78","%","3057"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","73","%","3409"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","76","%","3473"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","74","%","3603"
"Percentage of pupils reaching the key stage 2 expected standard in writing","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","74","%","5825"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Central Bedfordshire","E06000056","79","%","76"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Southend-on-Sea","E06000033","71","%","87"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Bedford","E06000055","78","%","304"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Cambridgeshire","E10000003","77","%","217"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Norfolk","E10000020","88","%","93"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Peterborough","E06000031","74","%","498"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Essex","E10000012","86","%","322"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Luton","E06000032","69","%","1335"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Thurrock","E06000034","75","%","89"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Suffolk","E10000029","80","%","125"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Hertfordshire","E10000015","86","%","963"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Northamptonshire","E10000021","80","%","353"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Rutland","E06000017","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derbyshire","E10000007","73","%","89"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Lincolnshire","E10000019","90","%","72"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottingham","E06000018","78","%","521"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicester","E06000016","82","%","1620"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derby","E06000015","76","%","516"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","82","%","543"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottinghamshire","E10000024","75","%","208"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Newham","E09000025","88","%","1975"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Greenwich","E09000011","90","%","255"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Tower Hamlets","E09000030","84","%","2032"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Barking and Dagenham","E09000002","88","%","560"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Croydon","E09000008","85","%","663"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","81","%","1261"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","78","%","327"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Islington","E09000019","88","%","145"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Bexley","E09000004","87","%","200"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Waltham Forest","E09000031","85","%","845"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Hackney","E09000012","87","%","318"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Merton","E09000024","79","%","457"
"Percentage of pupils reaching the key stage 2 expected standard in writing","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","82","%","103"
