"Title","Writing attainments for children aged 10 to 11 (key stage 2)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2017-revised"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-24"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","Value","Value_Type","Lower_CI","Upper_CI","Denominator"
"Key stage 2 progress in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.80000001","Numeric","0.7","0.8","N/A"
"Key stage 2 progress in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.1","Numeric","-0.1","0.2","N/A"
"Key stage 2 progress in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.5","Numeric","1.4","1.6","N/A"
"Key stage 2 progress in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.4","Numeric","1.3","1.5","N/A"
"Key stage 2 progress in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.80000001","Numeric","0.7","1","N/A"
"Key stage 2 progress in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","2","Numeric","1.8","2.1","N/A"
"Key stage 2 progress in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.2","Numeric","1.1","1.3","N/A"
"Key stage 2 progress in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.5","Numeric","0.4","0.6","N/A"
"Key stage 2 progress in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.9","Numeric","1.8","2","N/A"
"Key stage 2 progress in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.5","Numeric","1.5","1.6","N/A"
"Key stage 2 progress in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.89999998","Numeric","0.8","1.1","N/A"
"Key stage 2 progress in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","2.2","Numeric","2","2.3","N/A"
"Key stage 2 progress in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.2","Numeric","0.1","0.4","N/A"
"Key stage 2 progress in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.60000002","Numeric","-0.9","-0.4","N/A"
"Key stage 2 progress in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.1","Numeric","0.9","1.3","N/A"
"Key stage 2 progress in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.3","Numeric","1.1","1.5","N/A"
"Key stage 2 progress in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.5","Numeric","0.2","0.8","N/A"
"Key stage 2 progress in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","2.0999999","Numeric","1.8","2.3","N/A"
"Key stage 2 progress in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.8","Numeric","1.5","2","N/A"
"Key stage 2 progress in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.80000001","Numeric","0.4","1.1","N/A"
"Key stage 2 progress in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","2.7","Numeric","2.4","3.1","N/A"
"Key stage 2 progress in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.30000001","Numeric","0.2","0.4","N/A"
"Key stage 2 progress in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.5","Numeric","-0.7","-0.4","N/A"
"Key stage 2 progress in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.2","Numeric","1.1","1.3","N/A"
"Key stage 2 progress in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.5","Numeric","0.4","0.7","N/A"
"Key stage 2 progress in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.2","Numeric","-0.4","0","N/A"
"Key stage 2 progress in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.3","Numeric","1.1","1.5","N/A"
"Key stage 2 progress in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.5","Numeric","0.3","0.7","N/A"
"Key stage 2 progress in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.5","Numeric","-0.8","-0.2","N/A"
"Key stage 2 progress in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.6","Numeric","1.3","1.8","N/A"
"Key stage 2 progress in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.2","Numeric","-0.4","-0.1","N/A"
"Key stage 2 progress in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-1.2","Numeric","-1.4","-1","N/A"
"Key stage 2 progress in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.69999999","Numeric","0.5","0.9","N/A"
"Key stage 2 progress in writing","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.60000002","Numeric","0.4","0.7","N/A"
"Key stage 2 progress in writing","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.30000001","Numeric","-0.5","-0.1","N/A"
"Key stage 2 progress in writing","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.4","Numeric","1.2","1.5","N/A"
"Key stage 2 progress in writing","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.30000001","Numeric","-0.3","-0.3","N/A"
"Key stage 2 progress in writing","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-1.1","Numeric","-1.2","-1.1","N/A"
"Key stage 2 progress in writing","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.60000002","Numeric","0.6","0.6","N/A"
"Key stage 2 progress in writing","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.40000001","Numeric","-0.4","-0.4","N/A"
"Key stage 2 progress in writing","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-1.3","Numeric","-1.3","-1.2","N/A"
"Key stage 2 progress in writing","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.5","Numeric","0.4","0.5","N/A"
"Key stage 2 progress in writing","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","0.40000001","Numeric","0.1","0.7","N/A"
"Key stage 2 progress in writing","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-0.5","Numeric","-1","0","N/A"
"Key stage 2 progress in writing","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","1.3","Numeric","0.9","1.7","N/A"
"Key stage 2 progress in writing","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-1.4","Numeric","-2.2","-0.5","N/A"
"Key stage 2 progress in writing","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-2.8","Numeric","-4","-1.5","N/A"
"Key stage 2 progress in writing","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.2","Numeric","-0.9","1.3","N/A"
"Key stage 2 progress in writing","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.60000002","Numeric","-1","-0.2","N/A"
"Key stage 2 progress in writing","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-1.7","Numeric","-2.3","-1.1","N/A"
"Key stage 2 progress in writing","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.5","Numeric","-0.1","1","N/A"
"Key stage 2 progress in writing","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.7","Numeric","1.7","1.8","N/A"
"Key stage 2 progress in writing","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.89999998","Numeric","0.8","1","N/A"
"Key stage 2 progress in writing","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","2.5999999","Numeric","2.5","2.7","N/A"
"Key stage 2 progress in writing","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","1.6","Numeric","1.4","1.7","N/A"
"Key stage 2 progress in writing","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","0.89999998","Numeric","0.7","1.1","N/A"
"Key stage 2 progress in writing","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","2.3","Numeric","2.1","2.4","N/A"
"Key stage 2 progress in writing","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","-0.40000001","Numeric","-0.7","-0.2","N/A"
"Key stage 2 progress in writing","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","-1.3","Numeric","-1.6","-1","N/A"
"Key stage 2 progress in writing","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","0.5","Numeric","0.2","0.8","N/A"
"Key stage 2 progress in writing","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0","Numeric","23","19","568405"
"Key stage 2 progress in writing","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.8","Numeric","7","6","289991"
"Key stage 2 progress in writing","All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.8","Numeric","21","18","278414"
"Key stage 2 progress in writing","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1","Numeric","24","21","59453"
"Key stage 2 progress in writing","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.4","Numeric","18","14","30432"
"Key stage 2 progress in writing","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.7","Numeric","29","26","29021"
"Key stage 2 progress in writing","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.6","Numeric","28","27","9848"
"Key stage 2 progress in writing","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1","Numeric","22","22","5004"
"Key stage 2 progress in writing","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","2.3","Numeric","32","31","4844"
"Key stage 2 progress in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.2","Numeric","25","23","15260"
"Key stage 2 progress in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.6","Numeric","18","16","7785"
"Key stage 2 progress in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.8","Numeric","29","28","7475"
"Key stage 2 progress in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.7","Numeric","20","17","25070"
"Key stage 2 progress in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.1","Numeric","1","12","12838"
"Key stage 2 progress in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.4","Numeric","26","24","12232"
"Key stage 2 progress in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.1","Numeric","24","23","9275"
"Key stage 2 progress in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.6","Numeric","18","17","4805"
"Key stage 2 progress in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.7","Numeric","28","28","4470"
"Key stage 2 progress in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.8","Numeric","21","18","32176"
"Key stage 2 progress in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.2","Numeric","15","13","16281"
"Key stage 2 progress in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.5","Numeric","27","25","15895"
"Key stage 2 progress in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.2","Numeric","25","22","21031"
"Key stage 2 progress in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.6","Numeric","19","16","10579"
"Key stage 2 progress in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.7","Numeric","29","27","10452"
"Key stage 2 progress in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.2","Numeric","2","19","7031"
"Key stage 2 progress in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-1","Numeric","9","6","3584"
"Key stage 2 progress in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.7","Numeric","19","18","3447"
"Key stage 2 progress in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.7","Numeric","20","18","4114"
"Key stage 2 progress in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.1","Numeric","2","12","2118"
"Key stage 2 progress in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.6","Numeric","26","28","1996"
"Key stage 2 progress in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.9","Numeric","30","29","2020"
"Key stage 2 progress in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","1.2","Numeric","21","25","1017"
"Key stage 2 progress in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","2.6","Numeric","33","32","1003"
"Key stage 2 progress in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.2","Numeric","16","13","31098"
"Key stage 2 progress in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.6","Numeric","6","5","15680"
"Key stage 2 progress in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.1","Numeric","24","22","15418"
"Key stage 2 progress in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.5","Numeric","18","15","7202"
"Key stage 2 progress in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.2","Numeric","3","19","3764"
"Key stage 2 progress in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.3","Numeric","25","24","3438"
"Key stage 2 progress in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.4","Numeric","16","14","4005"
"Key stage 2 progress in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.6","Numeric","7","3","1966"
"Key stage 2 progress in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.2","Numeric","24","24","2039"
"Key stage 2 progress in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.5","Numeric","5","4","8772"
"Key stage 2 progress in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-1.5","Numeric","12","10","4333"
"Key stage 2 progress in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.6","Numeric","18","16","4439"
"Key stage 2 progress in writing","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.6","Numeric","19","16","11119"
"Key stage 2 progress in writing","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.2","Numeric","3","1","5617"
"Key stage 2 progress in writing","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.5","Numeric","26","25","5502"
"Key stage 2 progress in writing","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.3","Numeric","2","2","431137"
"Key stage 2 progress in writing","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-1.1","Numeric","8","7","220080"
"Key stage 2 progress in writing","White: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.6","Numeric","20","16","211057"
"Key stage 2 progress in writing","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.4","Numeric","3","4","401926"
"Key stage 2 progress in writing","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-1.2","Numeric","10","8","205090"
"Key stage 2 progress in writing","White: British","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.5","Numeric","19","14","196836"
"Key stage 2 progress in writing","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","0.2","Numeric","1","14","1401"
"Key stage 2 progress in writing","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-0.7","Numeric","8","3","726"
"Key stage 2 progress in writing","White: Irish","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","1.2","Numeric","21","26","675"
"Key stage 2 progress in writing","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.8","Numeric","11","2","385"
"Key stage 2 progress in writing","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-2.5","Numeric","14","11","193"
"Key stage 2 progress in writing","White: Traveller of Irish Heritage","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.9","Numeric","15","27","192"
"Key stage 2 progress in writing","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.4","Numeric","6","2","1582"
"Key stage 2 progress in writing","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-1.7","Numeric","13","9","768"
"Key stage 2 progress in writing","White: Gypsy/Roma","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","0.7","Numeric","17","21","814"
"Key stage 2 progress in writing","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.6","Numeric","28","26","25843"
"Key stage 2 progress in writing","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.9","Numeric","21","20","13303"
"Key stage 2 progress in writing","White: Other White","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","2.4","Numeric","33","31","12540"
"Key stage 2 progress in writing","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","1.4","Numeric","26","24","8674"
"Key stage 2 progress in writing","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","0.7","Numeric","19","18","4511"
"Key stage 2 progress in writing","Other","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Girls","2.2","Numeric","31","30","4163"
"Key stage 2 progress in writing","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","All","-0.3","Numeric","4","1","3847"
"Key stage 2 progress in writing","Unknown","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2016/2017","Academic year","England","E92000001","Boys","-1","Numeric","10","6","1990"
