"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","66","%","4422"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","77","%","29117"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","73","%","10383"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","67","%","2051"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","75","%","8332"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","72","%","5175"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","65","%","1023"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","74","%","4152"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","75","%","5208"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","70","%","1028"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","76","%","4180"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","82","%","18435"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","71","%","977"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","83","%","17458"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","81","%","9412"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","71","%","464"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","82","%","8948"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","84","%","9023"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","70","%","513"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","85","%","8510"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","69","%","28158"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","62","%","4591"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","70","%","23567"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","68","%","14430"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","60","%","2330"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","69","%","12100"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","69","%","13728"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","63","%","2261"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","71","%","11467"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","78","%","11336"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","68","%","1280"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","79","%","10056"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","76","%","5756"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","68","%","660"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","77","%","5096"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","80","%","5580"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","69","%","620"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","81","%","4960"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","71","%","35798"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","65","%","9262"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","74","%","26536"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","69","%","18178"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","61","%","4686"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","72","%","13492"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","74","%","17620"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","68","%","4576"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","75","%","13044"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","74","%","24111"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","67","%","5943"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","76","%","18168"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","71","%","12246"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","63","%","3028"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","74","%","9218"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","76","%","11865"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","71","%","2915"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","78","%","8950"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","66","%","6818"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","59","%","1987"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","69","%","4831"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","64","%","3419"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","55","%","969"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","68","%","2450"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","68","%","3399"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","62","%","1018"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","71","%","2381"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","68","%","4869"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","62","%","1332"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","70","%","3537"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","67","%","2513"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","58","%","689"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","70","%","1824"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","70","%","2356"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","66","%","643"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","71","%","1713"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","88","%","2983"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","81","%","233"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","89","%","2750"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","88","%","1539"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","81","%","124"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","88","%","1415"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","89","%","1444"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","81","%","109"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","89","%","1335"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","74","%","37891"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","61","%","8106"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","77","%","29785"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","72","%","19275"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","60","%","4120"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","76","%","15155"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","75","%","18616"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","62","%","3986"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","78","%","14630"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","79","%","8877"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","63","%","1304"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","81","%","7573"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","78","%","4602"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","61","%","682"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","81","%","3920"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","80","%","4275"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","65","%","622"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","82","%","3653"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","74","%","5503"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","63","%","1229"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","77","%","4274"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","73","%","2772"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","62","%","608"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","76","%","2164"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","75","%","2731"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","64","%","621"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","78","%","2110"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","67","%","9808"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","58","%","2971"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","71","%","6837"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","66","%","4939"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","57","%","1501"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","70","%","3438"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","68","%","4869"
"Percentage of pupils reaching the key stage 1 expected standard in Mathematics","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","60","%","1470"
