% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,"Higher managerial, administrative and professional occupations",All,All,35,1400849,490968,1419
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,Intermediate occupations,All,All,34.7,702682,243998,760
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,Routine and manual occupations,All,All,39.2,1311313,513697,1615
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,Up to £99,All,32.6,183039,59711,253
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,£100 to £199,All,18.1,1623813,294709,2242
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,£200 to £299,All,18.1,2290104,413386,3071
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,£300 to £399,All,18.6,2121559,395618,2663
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,£400 to £499,All,18.9,1793046,339283,2255
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,£500 to £599,All,19.2,1641076,315439,1954
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,£600 to £699,All,16.5,1521753,251076,1796
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,£700 to £799,All,15.7,1234900,193288,1401
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,£800 to £899,All,13.4,1099098,147330,1190
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,£900 to £999,All,12.7,875735,111590,977
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,£1000 and above,All,10.7,4424028,474060,4660
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,Up to £99,All,36.2,64744,23448,74
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,£100 to £199,All,38.7,319019,123561,380
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,£200 to £299,All,28.5,382066,108725,490
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,£300 to £399,All,44,490875,216102,561
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,£400 to £499,All,37.6,399204,150078,458
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,£500 to £599,All,45.6,343358,156464,394
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,£600 to £699,All,39.2,312920,122579,329
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,£700 to £799,All,41.6,266681,110892,286
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,£800 to £899,All,36.8,209729,77255,211
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,£900 to £999,All,34.8,188360,65557,168
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,£1000 and above,All,29.9,831408,248789,802
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,16 - 24,EHS age bands,All,All,All,63.8,547604,349592,626
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,25 - 34,EHS age bands,All,All,All,40,2400150,959728,2692
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,35 - 44,EHS age bands,All,All,All,21.1,2909500,613464,3479
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,45 - 54,EHS age bands,All,All,All,12.1,3746787,454510,4390
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,55 - 64,EHS age bands,All,All,All,9.1,3240797,293670,4025
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,65 or over,EHS age bands,All,All,All,5.4,5963859,324525,7251
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,16 - 24,EHS age bands,All,All,All,78,209064,163159,180
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,25 - 34,EHS age bands,All,All,All,61.5,888814,546719,918
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,35 - 44,EHS age bands,All,All,All,36.8,1043931,384650,1171
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,45 - 54,EHS age bands,All,All,All,24.3,795069,193390,898
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,55 - 64,EHS age bands,All,All,All,17.4,426164,74074,482
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,65 or over,EHS age bands,All,All,All,9.3,445322,41457,504
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,All,North East,15.4,1082079,166112,1470
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,All,North West,16.4,2726087,448408,3377
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,All,Yorkshire and the Humber,18,1993215,358938,2423
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,All,East Midlands,15.3,1716315,263127,2134
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,All,West Midlands,14.4,1973387,283525,2305
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,All,East,14.5,2179257,316312,2671
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,All,London,19,1721643,326889,1615
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,All,South East,14.7,3196339,470422,3850
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,White British,White British & other,England,England as a whole,All,All,All,All,South West,16.3,2220374,361757,2618
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,All,North East,33.4,60660,20254,75
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,All,North West,29.1,332876,96736,401
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,All,Yorkshire and the Humber,33.4,251038,83830,296
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,All,East Midlands,34.6,223700,77504,278
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,All,West Midlands,28.8,355356,102212,413
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,All,East,39.2,316271,124001,368
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,All,London,37.1,1615633,599610,1589
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,All,South East,46.3,492775,228055,549
% of households in England who privately rent their own home,2014-15 and 2015-16,Two years,All other ethnic groups,White British & other,England,England as a whole,All,All,All,All,South West,44.5,160054,71249,184
