"Title","Reading attainments for children aged 10 to 11 (key stage 2)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2017-revised"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-24"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Waltham Forest","E09000031","65","%","2989"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Hammersmith and Fulham","E09000013","74","%","1270"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","72","%","1509"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Southwark","E09000028","67","%","3064"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Bromley","E09000006","79","%","3402"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Wandsworth","E09000032","70","%","2198"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","London","Newham","E09000025","69","%","4396"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Hartlepool","E06000001","66","%","1094"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Northumberland","E06000057","67","%","3323"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","County Durham","E06000047","70","%","5370"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Stockton-on-Tees","E06000004","66","%","2253"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Darlington","E06000005","69","%","1229"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Sunderland","E08000024","71","%","2977"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Redcar and Cleveland","E06000003","72","%","1542"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Middlesbrough","E06000002","62","%","1741"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Gateshead","E08000037","72","%","1976"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","South Tyneside","E08000023","68","%","1534"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","North Tyneside","E08000022","70","%","2241"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North East","Newcastle upon Tyne","E08000021","68","%","2589"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Warrington","E06000007","71","%","2384"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Manchester","E08000003","63","%","5835"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Oldham","E08000004","59","%","3252"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackburn with Darwen","E06000008","62","%","2104"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Rochdale","E08000005","62","%","2680"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Lancashire","E10000017","65","%","13232"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Blackpool","E06000009","61","%","1669"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Liverpool","E08000012","61","%","4664"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bury","E08000002","66","%","2240"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","St. Helens","E08000013","65","%","1960"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wigan","E08000010","69","%","3575"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Halton","E06000006","63","%","1477"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Sefton","E08000014","70","%","2769"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cumbria","E10000006","68","%","4959"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Trafford","E08000009","77","%","2701"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Wirral","E08000015","64","%","3599"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Knowsley","E08000011","62","%","1781"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire East","E06000049","71","%","3860"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Stockport","E08000007","69","%","3165"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Tameside","E08000008","68","%","2602"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Salford","E08000006","66","%","2638"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Bolton","E08000001","65","%","3540"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","North West","Cheshire West and Chester","E06000050","69","%","3633"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Windsor and Maidenhead","E06000040","72","%","1340"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Milton Keynes","E06000042","69","%","3228"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","West Berkshire","E06000037","70","%","1675"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Reading","E06000038","67","%","1478"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Southampton","E06000045","66","%","2304"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Medway","E06000035","62","%","3088"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Hampshire","E10000014","71","%","14045"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Oxfordshire","E10000025","68","%","6694"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Kent","E10000016","70","%","16077"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Slough","E06000039","64","%","1958"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Brighton and Hove","E06000043","75","%","2396"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Portsmouth","E06000044","62","%","2007"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","West Sussex","E10000032","65","%","8239"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Surrey","E10000030","73","%","11123"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Isle of Wight","E06000046","64","%","1327"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Buckinghamshire","E10000002","73","%","5702"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Wokingham","E06000041","76","%","1868"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","East Sussex","E10000011","66","%","5034"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South East","Bracknell Forest","E06000036","65","%","1311"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Torbay","E06000027","68","%","1388"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Cornwall","E06000052","66","%","5531"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Wiltshire","E06000054","68","%","4934"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","South Gloucestershire","E06000025","69","%","3086"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bournemouth","E06000028","65","%","1554"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Devon","E10000008","71","%","7472"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Plymouth","E06000026","67","%","2667"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bristol, City of","E06000023","67","%","4267"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","North Somerset","E06000024","71","%","2150"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Isles of Scilly","E06000053","65","%","20"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Swindon","E06000030","67","%","2536"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Gloucestershire","E10000013","70","%","6107"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Bath and North East Somerset","E06000022","71","%","1715"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Somerset","E10000027","67","%","5481"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Poole","E06000029","67","%","1320"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","South West","Dorset","E10000009","67","%","4053"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Shropshire","E06000051","68","%","2931"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Coventry","E08000026","61","%","3793"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","59","%","2898"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Wolverhampton","E08000031","65","%","2883"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Worcestershire","E10000034","64","%","5944"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Sandwell","E08000028","61","%","4079"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Telford and Wrekin","E06000020","70","%","2079"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Staffordshire","E10000028","67","%","9028"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Solihull","E08000029","70","%","2547"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Dudley","E08000027","62","%","3678"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Herefordshire, County of","E06000019","68","%","1775"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Warwickshire","E10000031","69","%","5807"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Birmingham","E08000025","59","%","14581"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","West Midlands","Walsall","E08000030","61","%","3413"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","65","%","2642"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","65","%","5878"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","66","%","3473"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","61","%","8305"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","57","%","7280"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","62","%","2581"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","62","%","5827"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","64","%","2834"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","57","%","1895"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","64","%","3059"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","56","%","3409"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","62","%","5101"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","York","E06000014","66","%","1821"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","61","%","3604"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","ONS 2001 5+1","2015/2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","59","%","1870"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Suffolk","E10000029","59","%","125"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Peterborough","E06000031","54","%","498"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Thurrock","E06000034","63","%","89"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Southend-on-Sea","E06000033","68","%","87"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Norfolk","E10000020","75","%","93"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Hertfordshire","E10000015","76","%","963"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Essex","E10000012","76","%","322"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Cambridgeshire","E10000003","72","%","217"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Luton","E06000032","52","%","1335"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Central Bedfordshire","E06000056","66","%","76"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East","Bedford","E06000055","48","%","304"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicestershire","E10000018","68","%","543"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Rutland","E06000017","!","%","!"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Northamptonshire","E10000021","58","%","353"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derbyshire","E10000007","61","%","89"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottinghamshire","E10000024","66","%","208"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Derby","E06000015","59","%","516"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Nottingham","E06000018","62","%","521"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Lincolnshire","E10000019","72","%","72"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","East Midlands","Leicester","E06000016","63","%","1620"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Haringey","E09000014","61","%","181"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Barnet","E09000003","74","%","475"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Camden","E09000007","70","%","327"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Barking and Dagenham","E09000002","73","%","560"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Harrow","E09000015","75","%","1261"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Ealing","E09000009","62","%","1129"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Brent","E09000005","66","%","979"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Kensington and Chelsea","E09000020","81","%","36"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","ONS 2001 5+1","2015/2016","Academic year","London","Hillingdon","E09000017","69","%","864"
