"Title","Reading attainments for children aged 7 to 11 (key stage 2)"
"Location","England"
"Time period","2015/16"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2016-revised"
"Source","https://www.ethnicity-facts-figures.service.gov.uk/"
"Last updated","12/01/2017 (revised)"
"Measure","Year","Year_type","Region","Local Authority","LA Code","Ethnicity","Ethnicity type","Gender","Gender_type","Value","Value_type","Denominator"
"% of pupils reaching the expected standard in reading by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Asian - Any other","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","67","%","9,975"
"% of pupils reaching the expected standard in reading by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Black","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","34,426"
"% of pupils reaching the expected standard in reading by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","58","%","7,506"
"% of pupils reaching the expected standard in reading by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Black - African","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","64","%","22,468"
"% of pupils reaching the expected standard in reading by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Black - Any other","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","60","%","4,452"
"% of pupils reaching the expected standard in reading by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Chinese","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","75","%","2,173"
"% of pupils reaching the expected standard in reading by ethnicity","2015 to 2016","Academic year","England","All","E92000001","Other - Any other","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","58","%","10,324"
"% of pupils reaching the expected standard in reading by ethnicity ","2015 to 2016","Academic year","England","All","E92000001","Unclassified","Ethnicities used by the National Pupil Database (19)","All","All/Boys/Girls","55","%","4,879"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","All","All","Boys","All/Boys/Girls","62","%","299,318"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White","White/Asian/Black/Mixed/Chinese","Boys","All/Boys/Girls","63","%","225,639"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - British","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","64","%","207,438"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Irish","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","72","%","864"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Traveller of Irish Heritage","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","26","%","231"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","19","%","1,043"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Any other","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","54","%","16,063"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Mixed","White/Asian/Black/Mixed/Chinese","Boys","All/Boys/Girls","64","%","15,569"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","58","%","4,341"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","62","%","1,983"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","70","%","3,650"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Mixed - Any other","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","65","%","5,595"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Asian","White/Asian/Black/Mixed/Chinese","Boys","All/Boys/Girls","59","%","31,791"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Asian - Indian","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","67","%","8,137"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","52","%","13,389"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","61","%","5,158"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Asian - Any other","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","64","%","5,107"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Black","White/Asian/Black/Mixed/Chinese","Boys","All/Boys/Girls","58","%","17,442"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","53","%","3,845"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Black - African","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","60","%","11,328"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Black - Any other","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","56","%","2,269"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Chinese","White/Asian/Black/Mixed/Chinese","Boys","All/Boys/Girls","71","%","1,072"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Other - Any other","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","54","%","5,245"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Unclassified","Ethnicities used by the National Pupil Database (19)","Boys","All/Boys/Girls","52","%","2,560"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","All","All","Girls","All/Boys/Girls","70","%","286,859"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White","White/Asian/Black/Mixed/Chinese","Girls","All/Boys/Girls","71","%","216,024"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - British","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","72","%","198,706"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Irish","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","82","%","837"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Traveller of Irish Heritage","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","31","%","203"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Gypsy/Roma","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","23","%","950"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","White - Any other","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","60","%","15,328"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Mixed","White/Asian/Black/Mixed/Chinese","Girls","All/Boys/Girls","73","%","15,022"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Mixed - White and Black Caribbean","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","70","%","4,266"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Mixed - White and Black African","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","72","%","1,917"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","78","%","3,379"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Mixed - Any other","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","74","%","5,460"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Asian","White/Asian/Black/Mixed/Chinese","Girls","All/Boys/Girls","67","%","30,330"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Asian - Indian","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","75","%","7,657"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","60","%","12,767"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Asian - Bangladeshi","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","68","%","5,038"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Asian - Any other","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","70","%","4,868"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Black","White/Asian/Black/Mixed/Chinese","Girls","All/Boys/Girls","66","%","16,984"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","63","%","3,661"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Black - African","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","68","%","11,140"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Black - Any other","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","64","%","2,183"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Chinese","White/Asian/Black/Mixed/Chinese","Girls","All/Boys/Girls","79","%","1,101"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Other - Any other","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","62","%","5,079"
"% of pupils reaching the expected standard in reading by ethnicity and gender","2015 to 2016","Academic year","England","All","E92000001","Unclassified","Ethnicities used by the National Pupil Database (19)","Girls","All/Boys/Girls","58","%","2,319"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","County Durham","E06000047","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","5,202"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Darlington","E06000005","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","1,133"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Gateshead","E08000037","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","1,874"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Hartlepool","E06000001","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","1,044"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Middlesbrough","E06000002","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","1,415"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Newcastle upon Tyne","E08000021","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","1,971"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","North Tyneside","E08000022","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","2,110"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Northumberland","E06000057","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","3,208"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Redcar and Cleveland","E06000003","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","72","%","1,486"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","South Tyneside","E08000023","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","1,415"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Stockton-on-Tees","E06000004","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","1,997"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North East","Sunderland","E08000024","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","2,795"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Blackburn with Darwen","E06000008","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","1,102"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Blackpool","E06000009","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","1,577"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Bolton","E08000001","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","2,414"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Bury","E08000002","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","1,789"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cheshire East","E06000049","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","3,618"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cheshire West and Chester","E06000050","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","3,476"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Cumbria","E10000006","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","4,790"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Halton","E06000006","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","1,419"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Knowsley","E08000011","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","1,683"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Lancashire","E10000017","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","11,196"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Liverpool","E08000012","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","3,831"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Manchester","E08000003","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","2,603"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Oldham","E08000004","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","1,867"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Rochdale","E08000005","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","1,747"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Salford","E08000006","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","2,158"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Sefton","E08000014","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","2,642"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","St. Helens","E08000013","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","1,874"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Stockport","E08000007","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","2,726"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Tameside","E08000008","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","2,111"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Trafford","E08000009","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","77","%","1,953"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Warrington","E06000007","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","2,196"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Wigan","E08000010","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","3,374"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","North West","Wirral","E08000015","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","3,366"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Barnsley","E08000016","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","2,473"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Bradford","E08000032","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","59","%","3,623"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Calderdale","E08000033","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","2,095"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Doncaster","E08000017","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","56","%","3,144"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","3,349"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","2,553"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Kirklees","E08000034","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","3,192"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Leeds","E08000035","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","63","%","6,058"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","59","%","1,788"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","58","%","1,741"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","5,615"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Rotherham","E08000018","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","2,651"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Sheffield","E08000019","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","4,177"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","Wakefield","E08000036","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","3,269"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","Yorkshire and The Humber","York","E06000014","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","1,724"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Derby","E06000015","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","2,009"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Derbyshire","E10000007","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","66","%","7,698"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Leicester","E06000016","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","56","%","1,520"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Leicestershire","E10000018","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","6,141"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Lincolnshire","E10000019","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","7,000"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Northamptonshire","E10000021","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","64","%","7,113"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Nottingham","E06000018","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","1,767"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Nottinghamshire","E10000024","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","7,694"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","East Midlands","Rutland","E06000017","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","356"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Birmingham","E08000025","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","5,196"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Coventry","E08000026","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","2,292"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Dudley","E08000027","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","62","%","2,946"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Herefordshire, County of","E06000019","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","1,694"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Sandwell","E08000028","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","61","%","2,074"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Shropshire","E06000051","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","68","%","2,792"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Solihull","E08000029","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","70","%","2,021"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Staffordshire","E10000028","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","67","%","8,279"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Stoke-on-Trent","E06000021","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","59","%","2,178"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Telford and Wrekin","E06000020","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","71","%","1,769"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Walsall","E08000030","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","60","%","2,173"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Warwickshire","E10000031","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","69","%","5,073"
"% of pupils reaching the expected standard in reading","2015 to 2016","Academic year","West Midlands","Wolverhampton","E08000031","White","White/Asian/Black/Mixed/Chinese","All","All/Boys/Girls","65","%","1,591"
