"Title","Employment for 16 to 24 year olds by ethnicity over time"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Annual Population Survey https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL"
"2014","Employed","All","Asian - Indian","All","16-24","16-64","58,232","170,205","628","34","5.9"
"2014","Employed","All","Asian - Other","All","16-24","16-64","37,734","157,894","535","24","5.7"
"2014","Employed","All","Asian - Pakistani/Bangladeshi","All","16-24","16-64","79,716","251,941","924","32","4.7"
"2014","Employed","All","Black","All","16-24","16-64","82,002","263,040","894","31","4.8"
"2014","Employed","All","Mixed","All","16-24","16-64","75,293","174,671","630","43","6.1"
"2014","Employed","All","White - British","All","16-24","16-64","3,049,487","5,564,795","23,354","55","1"
"2014","Employed","All","White - Other","All","16-24","16-64","167,082","338,843","1,189","49","4.5"
"2014","Employed","All","Other","All","16-24","16-64","34,229","132,863","469","26","6.3"
"2015","Employed","All","All","All","16-24","16-64","3,787,622","7,047,199","27,310","54","0.6"
"2015","Employed","All","Asian - Indian","All","16-24","16-64","59,893","170,634","621","35","5.9"
"2015","Employed","All","Asian - Other","All","16-24","16-64","40,915","152,858","520","27","6"
"2015","Employed","All","Asian - Pakistani/Bangladeshi","All","16-24","16-64","91,228","260,270","958","35","4.8"
"2015","Employed","All","Black","All","16-24","16-64","92,209","287,432","939","32","4.7"
"2015","Employed","All","Mixed","All","16-24","16-64","71,357","170,411","579","42","6.3"
"2015","Employed","All","White - British","All","16-24","16-64","3,195,763","5,529,974","22,080","58","1"
"2015","Employed","All","White - Other","All","16-24","16-64","189,662","344,523","1,169","55","4.5"
"2015","Employed","All","Other","All","16-24","16-64","41,108","120,915","418","34","7.2"
"2016","Employed","All","All","All","16-24","16-64","3,745,090","6,987,179","24,458","54","0.6"
"2016","Employed","All","Asian - Indian","All","16-24","16-64","55,780","159,846","531","35","6.4"
"2016","Employed","All","Asian - Other","All","16-24","16-64","48,422","178,655","542","27","5.9"
"2016","Employed","All","Asian - Pakistani/Bangladeshi","All","16-24","16-64","84,562","267,068","889","32","4.8"
"2016","Employed","All","Black","All","16-24","16-64","106,769","281,605","796","38","5.3"
"2016","Employed","All","Mixed","All","16-24","16-64","67,520","173,416","546","39","6.5"
"2016","Employed","All","White - British","All","16-24","16-64","3,123,444","5,410,975","19,551","58","1.1"
"2016","Employed","All","White - Other","All","16-24","16-64","212,810","377,016","1,163","56","4.5"
"2016","Employed","All","Other","All","16-24","16-64","42,767","130,524","415","33","7.1"
