"Title","Employment by ethnicity over time"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Annual Population Survey https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL"
"2006","Employed","All","Black","All","All","16-64","583,382","936,330","3,828","62","2.4"
"2006","Employed","All","Mixed","All","All","16-64","181,467","281,066","1,313","65","4.1"
"2006","Employed","All","White - British","All","All","16-64","23,608,010","31,844,362","186,844","74","0.3"
"2006","Employed","All","White - Other","All","All","16-64","1,637,316","2,201,215","11,341","74","1.3"
"2007","Employed","All","All","All","All","16-64","27,850,244","38,396,528","212,402","73","0.2"
"2007","Employed","All","Asian - Indian","All","All","16-64","604,003","870,340","4,049","69","2.2"
"2007","Employed","All","Asian - Other","All","All","16-64","324,779","532,439","2,334","61","3.1"
"2007","Employed","All","Asian - Pakistani/Bangladeshi","All","All","16-64","366,836","819,705","3,760","45","2.5"
"2007","Employed","All","Black","All","All","16-64","614,071","970,989","3,939","63","2.4"
"2007","Employed","All","Mixed","All","All","16-64","192,513","303,412","1,363","63","4"
"2007","Employed","All","White - British","All","All","16-64","23,632,136","31,906,009","182,311","74","0.3"
"2007","Employed","All","White - Other","All","All","16-64","1,715,291","2,299,630","11,664","75","1.2"
"2008","Employed","All","All","All","All","16-64","27,957,208","38,699,792","206,968","72","0.2"
"2008","Employed","All","Asian - Indian","All","All","16-64","631,916","916,734","4,157","69","2.2"
"2008","Employed","All","Asian - Other","All","All","16-64","368,581","578,044","2,479","64","3"
"2008","Employed","All","Asian - Pakistani/Bangladeshi","All","All","16-64","396,285","856,752","3,907","46","2.5"
"2008","Employed","All","Black","All","All","16-64","623,421","1,015,217","4,068","61","2.4"
"2008","Employed","All","Mixed","All","All","16-64","194,156","322,799","1,397","60","4.1"
"2008","Employed","All","White - British","All","All","16-64","23,532,085","31,910,843","176,041","74","0.3"
"2008","Employed","All","White - Other","All","All","16-64","1,797,685","2,387,354","11,845","75","1.2"
"2009","Employed","All","All","All","All","16-64","27,508,749","38,899,713","198,841","71","0.2"
"2009","Employed","All","Asian - Indian","All","All","16-64","661,540","969,666","4,178","68","2.2"
"2009","Employed","All","Asian - Other","All","All","16-64","363,756","582,421","2,392","63","3.1"
"2009","Employed","All","Asian - Pakistani/Bangladeshi","All","All","16-64","423,190","906,548","3,945","47","2.5"
"2009","Employed","All","Black","All","All","16-64","612,598","1,050,263","4,014","58","2.4"
"2009","Employed","All","Mixed","All","All","16-64","210,581","351,974","1,458","60","4"
"2009","Employed","All","White - British","All","All","16-64","23,035,596","31,893,331","168,467","72","0.3"
"2009","Employed","All","White - Other","All","All","16-64","1,810,777","2,454,431","11,541","74","1.3"
"2010","Employed","All","All","All","All","16-64","27,484,603","39,145,436","197,143","70","0.2"
"2010","Employed","All","Asian - Indian","All","All","16-64","689,004","984,205","4,184","70","2.2"
"2010","Employed","All","Asian - Other","All","All","16-64","370,096","631,130","2,585","59","3"
"2010","Employed","All","Asian - Pakistani/Bangladeshi","All","All","16-64","435,959","939,171","4,056","46","2.4"
"2010","Employed","All","Black","All","All","16-64","654,291","1,089,281","4,074","60","2.4"
"2010","Employed","All","Mixed","All","All","16-64","217,591","355,517","1,433","61","4"
"2010","Employed","All","White - British","All","All","16-64","22,876,285","31,938,230","166,518","72","0.3"
"2010","Employed","All","White - Other","All","All","16-64","1,827,308","2,476,670","11,334","74","1.3"
"2011","Employed","All","All","All","All","16-64","27,546,802","39,399,366","189,133","70","0.2"
"2011","Employed","All","Asian - Indian","All","All","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Employed","All","Asian - Other","All","All","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Employed","All","Asian - Pakistani/Bangladeshi","All","All","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Employed","All","Black","All","All","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Employed","All","Mixed","All","All","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Employed","All","White - British","All","All","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Employed","All","White - Other","All","All","16-64","N/A","N/A","N/A","N/A","N/A"
"2012","Employed","All","All","All","All","16-64","27,759,009","39,336,191","190,594","71","0.2"
"2012","Employed","All","Asian - Indian","All","All","16-64","733,938","1,062,000","4,436","69","2.1"
"2012","Employed","All","Asian - Other","All","All","16-64","428,960","719,870","2,805","60","2.9"
"2012","Employed","All","Asian - Pakistani/Bangladeshi","All","All","16-64","503,508","1,040,774","4,375","48","2.3"
"2012","Employed","All","Black","All","All","16-64","691,777","1,151,056","4,400","60","2.3"
"2012","Employed","All","Mixed","All","All","16-64","247,231","414,905","1,641","60","3.8"
"2012","Employed","All","White - British","All","All","16-64","22,996,275","31,893,560","160,844","72","0.3"
"2012","Employed","All","White - Other","All","All","16-64","1,752,839","2,334,594","9,234","75","1.4"
"2013","Employed","All","All","All","All","16-64","28,069,755","39,373,337","189,276","71","0.2"
"2013","Employed","All","Asian - Indian","All","All","16-64","735,476","1,066,072","4,511","69","2.1"
"2013","Employed","All","Asian - Other","All","All","16-64","417,599","708,416","2,717","59","2.9"
"2013","Employed","All","Asian - Pakistani/Bangladeshi","All","All","16-64","530,918","1,094,412","4,388","49","2.3"
"2013","Employed","All","Black","All","All","16-64","705,642","1,160,508","4,392","61","2.3"
"2013","Employed","All","Mixed","All","All","16-64","270,620","440,299","1,702","62","3.7"
"2013","Employed","All","White - British","All","All","16-64","23,198,780","31,795,530","159,028","73","0.3"
"2013","Employed","All","White - Other","All","All","16-64","1,797,610","2,378,324","9,628","76","1.4"
"2014","Employed","All","All","All","All","16-64","28,583,887","39,490,057","187,019","72","0.2"
"2014","Employed","All","Asian - Indian","All","All","16-64","787,659","1,105,611","4,627","71","2.1"
"2014","Employed","All","Asian - Other","All","All","16-64","445,743","715,102","2,776","62","2.8"
"2014","Employed","All","Asian - Pakistani/Bangladeshi","All","All","16-64","578,085","1,111,909","4,514","52","2.3"
"2014","Employed","All","Black","All","All","16-64","750,407","1,209,434","4,503","62","2.2"
"2014","Employed","All","Mixed","All","All","16-64","286,823","453,969","1,771","63","3.5"
"2014","Employed","All","White - British","All","All","16-64","23,293,403","31,520,653","155,385","74","0.3"
"2014","Employed","All","White - Other","All","All","16-64","1,980,673","2,575,284","10,280","77","1.3"
"2015","Employed","All","All","All","All","16-64","29,207,223","39,689,292","180,642","74","0.2"
"2015","Employed","All","Asian - Indian","All","All","16-64","799,617","1,122,362","4,450","71","2.1"
"2015","Employed","All","Asian - Other","All","All","16-64","473,032","743,891","2,790","64","2.8"
"2015","Employed","All","Asian - Pakistani/Bangladeshi","All","All","16-64","589,317","1,106,913","4,451","53","2.3"
"2015","Employed","All","Black","All","All","16-64","861,646","1,324,144","4,712","65","2.2"
"2015","Employed","All","Mixed","All","All","16-64","298,714","463,339","1,717","65","3.6"
"2015","Employed","All","White - British","All","All","16-64","23,539,904","31,392,720","149,177","75","0.3"
"2015","Employed","All","White - Other","All","All","16-64","2,174,551","2,745,920","10,453","79","1.2"
"2016","Employed","All","All","All","All","16-64","29,477,897","39,846,431","165,840","74","0.2"
"2016","Employed","All","Asian - Indian","All","All","16-64","828,283","1,134,029","4,232","73","2.1"
"2016","Employed","All","Asian - Other","All","All","16-64","513,298","819,418","2,801","63","2.8"
"2016","Employed","All","Asian - Pakistani/Bangladeshi","All","All","16-64","636,920","1,178,502","4,378","54","2.3"
"2016","Employed","All","Black","All","All","16-64","891,174","1,331,829","4,400","67","2.2"
"2016","Employed","All","Mixed","All","All","16-64","326,325","508,478","1,688","64","3.6"
"2016","Employed","All","White - British","All","All","16-64","23,397,468","31,077,465","135,196","75","0.4"
"2016","Employed","All","White - Other","All","All","16-64","2,392,663","2,994,906","10,420","80","1.2"
"2004","Employed","All","Other","All","All","16-64","254,920","460,401","2,589","55","3"
"2005","Employed","All","Other","All","All","16-64","306,304","534,168","2,853","57","2.9"
"2006","Employed","All","Other","All","All","16-64","348,012","627,670","2,774","55","2.9"
"2007","Employed","All","Other","All","All","16-64","384,702","665,695","2,856","58","2.9"
"2008","Employed","All","Other","All","All","16-64","396,783","685,674","2,952","58","2.8"
"2009","Employed","All","Other","All","All","16-64","369,241","656,625","2,692","56","3"
"2010","Employed","All","Other","All","All","16-64","388,269","691,856","2,788","56","2.9"
"2011","Employed","All","Other","All","All","16-64","N/A","N/A","N/A","N/A","N/A"
"2012","Employed","All","Other","All","All","16-64","388,839","689,705","2,726","56","2.9"
"2013","Employed","All","Other","All","All","16-64","396,481","700,982","2,779","57","2.9"
"2014","Employed","All","Other","All","All","16-64","412,115","724,391","2,829","57","2.9"
"2015","Employed","All","Other","All","All","16-64","434,821","733,849","2,701","59","2.9"
"2016","Employed","All","Other","All","All","16-64","468,457","765,571","2,590","61","3"
