"Title","Reading, writing and maths attainments for children aged 10 to 11 (key stage 2)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/national-curriculum-assessments-key-stage-2-2016-revised"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-24"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","40","%","4975"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","54","%","26797"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","59","%","30301"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","47","%","4733"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","61","%","25568"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","56","%","10191"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","52","%","2301"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","58","%","7890"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","53","%","5158"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","48","%","1204"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","54","%","3954"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","60","%","5033"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","56","%","1097"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","61","%","3936"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","65","%","15781"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","47","%","1058"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","66","%","14723"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","60","%","8133"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","41","%","531"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","62","%","7602"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","69","%","7648"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","52","%","527"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","70","%","7121"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","47","%","26140"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","39","%","5083"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","49","%","21057"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","43","%","13381"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","35","%","2597"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","45","%","10784"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","51","%","12759"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","42","%","2486"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","53","%","10273"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","61","%","9961"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","49","%","1266"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","63","%","8695"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","58","%","5100"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","46","%","643"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","59","%","4457"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","64","%","4861"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","52","%","623"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","66","%","4238"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","51","%","34384"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","42","%","8781"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","54","%","25603"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","47","%","17419"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","38","%","4472"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","50","%","12947"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","55","%","16965"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","47","%","4309"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","58","%","12656"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","54","%","22442"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","46","%","5599"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","57","%","16843"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","50","%","11316"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","42","%","2869"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","53","%","8447"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","58","%","11126"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","50","%","2730"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","60","%","8396"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","43","%","7498"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","35","%","2107"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","46","%","5391"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","39","%","3839"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","30","%","1060"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","42","%","2779"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","47","%","3659"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","39","%","1047"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","51","%","2612"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","48","%","4444"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","40","%","1075"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","51","%","3369"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","44","%","2264"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","34","%","543"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","47","%","1721"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","52","%","2180"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","45","%","532"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","55","%","1648"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","71","%","2172"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","67","%","144"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","71","%","2028"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","66","%","1072"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","64","%","67"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","66","%","1005"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","75","%","1100"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","69","%","77"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","76","%","1023"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","56","%","30553"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","39","%","6767"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","60","%","23786"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","51","%","15544"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","35","%","3472"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","56","%","12072"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","60","%","15009"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","43","%","3295"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","65","%","11714"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","63","%","7021"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","42","%","1203"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","68","%","5818"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","60","%","3645"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","39","%","642"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","64","%","3003"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","67","%","3376"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","45","%","561"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","72","%","2815"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","54","%","3893"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","42","%","903"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","58","%","2990"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","49","%","1980"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","36","%","497"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","53","%","1483"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","60","%","1913"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","49","%","406"
"Percentage of pupils reaching the key stage 2 expected standard in reading, writing and mathematics","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","63","%","1507"
