"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Indian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","All","Female","11.7","16.1","7.3","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Pakistani","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","All","Female","16.8","21.6","12","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Bangladeshi","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","All","Female","19.2","26.9","11.5","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Chinese","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","All","Female"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Other Asian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","All","Female","7.3","12","2.6","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Black: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","All","Female","12.9","16.5","9.3","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Other: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","All","Female","11.8","17","6.6","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","All","5.6","5.8","5.4","%","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","White: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","All","5.6","5.8","5.4","%","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Mixed: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","All","7.3","9.8","4.8","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Indian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","All","4.8","6.8","2.8","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Pakistani","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","All","8.5","11","6","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Bangladeshi","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","All","7.5","11.2","3.8","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Chinese","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","All"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Other Asian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","All"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Black: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","All","7.1","9.1","5.1","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Other: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","All","3.3","5.3","1.3","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Male","6.8","7.1","6.5","%","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","White: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Male","6.8","7.1","6.5","%","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Mixed: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Male","8.5","12.4","4.6","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Indian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Male","6.1","9.2","3","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Pakistani","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Male","10.6","14.5","6.7","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Bangladeshi","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Male"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Chinese","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Male"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Other Asian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Male"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Black: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Male","8.9","12.1","5.7","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Other: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Male"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Female","4.4","4.7","4.1","%","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","White: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Female","4.3","4.6","4","%","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Mixed: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Female","6.2","9.4","3","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Indian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Female","3.5","6","1","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Pakistani","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Female","6.1","9.2","3","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Bangladeshi","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Female","9","14.6","3.4","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Chinese","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Female"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Other Asian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Female"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Black: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Female","5.5","7.9","3.1","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Other: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Unemployed","Female"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","All","7.2","7.4","7","","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","White: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","All","7.3","7.5","7.1","%","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Mixed: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","All","6.7","9.1","4.3","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Indian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","All","6","8.3","3.7","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Pakistani","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","All","7.8","10.2","5.4","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Bangladeshi","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","All","7.5","11.2","3.8","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Chinese","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","All"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Other Asian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","All","4.6","7.3","1.9","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Black: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","All","6.4","8.3","4.5","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Other: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","All","6.1","8.7","3.5","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Male","5","5.3","4.7","","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","White: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Male","5","5.3","4.7","%","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Mixed: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Male","5.9","9.2","2.6","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Indian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Male","4.1","6.7","1.5","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Pakistani","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Male","5.1","7.9","2.3","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Bangladeshi","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Male"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Chinese","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Male"," ! "," ! "," ! "," ! ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Other Asian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Male"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Black: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Male","5.4","7.9","2.9","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Other: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Male","4.1","7.1","1.1","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Female","9.4","9.8","9","","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","White: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Female","9.7","10.1","9.3","%","This data includes people with unknown ethnicity, they have been included in the numerator and denominator and the value reflects a proportion or percentage of the total 16-24 population"
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Mixed: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Female","7.5","11","4","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Indian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Female","8.2","12","4.4","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Pakistani","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Female","10.7","14.7","6.7","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Bangladeshi","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Female","10.3","16.3","4.3","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Chinese","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Female"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Asian: Other Asian","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Female"," ? "," ? "," ? "," ? ",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Black: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Female","7.4","10.2","4.6","%",""
"% of 16-24 year olds not in Employment, Education or Training, for interviews carried out at any time during the three-year period 2014-2016","Other: All","ONS 2011 18+1","2014-2016","3 years","United Kingdom","16-24","Inactive","Female","8.3","12.7","3.9","%",""
