"Title","A* to C in English and Maths GCSE by ethnicity and gender"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator "
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","Boys","All pupils","49","3,614"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","Boys","All pupils","57","1,354"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","Boys","All pupils","68","2,542"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","Boys","All pupils","62","4,025"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","DFE","England","Country","E92000001","Boys","All pupils","64","26,559"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","Boys","All pupils","74","7,321"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","Boys","All pupils","55","10,559"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","Boys","All pupils","65","4,239"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","Boys","All pupils","68","4,440"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","DFE","England","Country","E92000001","Boys","All pupils","53","13,911"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","Boys","All pupils","44","3,548"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - African","DFE","England","Country","E92000001","Boys","All pupils","58","8,669"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","Boys","All pupils","49","1,694"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","DFE","England","Country","E92000001","Boys","All pupils","78","1,033"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Other","DFE","England","Country","E92000001","Boys","All pupils","58","4,242"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","unclassified","DFE","England","Country","E92000001","Boys","All pupils","48","2,972"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All - England","DFE","England","Country","E92000001","Boys","All pupils","59","275,606"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","DFE","England","Country","E92000001","Girls","All pupils","67","207,409"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White - British","DFE","England","Country","E92000001","Girls","All pupils","67","193,909"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White - Irish","DFE","England","Country","E92000001","Girls","All pupils","75","891"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White - Irish Traveller","DFE","England","Country","E92000001","Girls","All pupils","26","55"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White - Gypsy/Roma","DFE","England","Country","E92000001","Girls","All pupils","12","573"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White - Any other","DFE","England","Country","E92000001","Girls","All pupils","63","11,981"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","DFE","England","Country","E92000001","Girls","All pupils","67","11,333"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","Girls","All pupils","59","3,546"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","Girls","All pupils","66","1,333"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","Girls","All pupils","76","2,547"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","Girls","All pupils","69","3,907"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","DFE","England","Country","E92000001","Girls","All pupils","71","24,659"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","Girls","All pupils","81","6,725"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","Girls","All pupils","62","9,875"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","Girls","All pupils","70","4,080"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","Girls","All pupils","78","3,979"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","DFE","England","Country","E92000001","Girls","All pupils","65","14,013"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","Girls","All pupils","58","3,668"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - African","DFE","England","Country","E92000001","Girls","All pupils","68","8,680"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","Girls","All pupils","62","1,665"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","DFE","England","Country","E92000001","Girls","All pupils","88","993"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Other","DFE","England","Country","E92000001","Girls","All pupils","66","3,877"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","unclassified","DFE","England","Country","E92000001","Girls","All pupils","58","2,799"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All - England","DFE","England","Country","E92000001","Girls","All pupils","67","265,083"
