"Title","A* to C in English and Maths GCSE by ethnicity and free school meals (FSM)"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 attainment data https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://ethnicity-facts-and-figures.herokuapp.com"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value"," Denominator ","Lower confidence interval","Upper confidence interval","Notes"
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","61"," 2,461 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","58"," 979 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","49"," 6,544 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","39"," 1,689 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","53"," 4,086 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","47"," 769 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","79"," 130 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","52"," 2,024 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","All pupils","Pupils eligible for free school meals","35"," 977 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All - England","All pupils","England","Country","E92000001","All pupils","Pupils eligible for free school meals","39"," 72,528 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White","18+1 (Major)","England","Country","E92000001","All pupils","All other pupils","67"," 373,168 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White - British","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","67"," 348,878 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White - Irish","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","77"," 1,561 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White - Irish Traveller","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","29"," 49 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White - Gypsy/Roma","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","11"," 777 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","White - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","60"," 21,903 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed","18+1 (Major)","England","Country","E92000001","All pupils","All other pupils","67"," 18,628 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - White and Black - Caribbean","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","58"," 5,540 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - White and Black - African","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","65"," 2,158 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - White and Asian","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","76"," 4,357 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Mixed - Any other ","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","69"," 6,573 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian","18+1 (Major)","England","Country","E92000001","All pupils","All other pupils","70"," 42,200 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Indian","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","79"," 13,004 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Pakistani","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","61"," 15,898 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Bangladeshi","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","70"," 5,858 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Asian - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","75"," 7,440 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black","18+1 (Major)","England","Country","E92000001","All pupils","All other pupils","62"," 21,380 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - Caribbean","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","54"," 5,527 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - African","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","66"," 13,263 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Black - Any other ","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","58"," 2,590 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Chinese","18+1 (Major)","England","Country","E92000001","All pupils","All other pupils","83"," 1,896 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","Other - Any other","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","65"," 6,095 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","unclassified","18+1 (Minor)","England","Country","E92000001","All pupils","All other pupils","56"," 4,794 ","NA","NA",""
"Percentage achieving A*-C in English & mathematics","2016","Academic year","All - England","All pupils","England","Country","E92000001","All pupils","All other pupils","67"," 468,161 ","NA","NA",""
