"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","80","%","1713"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","80","%","2983"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","75","%","233"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","80","%","2750"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","77","%","1539"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","72","%","124"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","78","%","1415"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","83","%","1444"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","79","%","109"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","83","%","1335"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","76","%","37891"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","65","%","8106"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","79","%","29785"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","72","%","19275"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","59","%","4120"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","76","%","15155"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","81","%","18616"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","71","%","3986"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","83","%","14630"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","81","%","8877"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","66","%","1304"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","84","%","7573"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","77","%","4602"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","60","%","682"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","80","%","3920"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","85","%","4275"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","72","%","622"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","87","%","3653"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","77","%","5503"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","68","%","1229"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","80","%","4274"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","73","%","2772"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","62","%","608"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","77","%","2164"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","80","%","2731"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","73","%","621"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","83","%","2110"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","71","%","9808"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","63","%","2971"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","75","%","6837"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","66","%","4939"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","56","%","1501"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","71","%","3438"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","76","%","4869"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","70","%","1470"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","79","%","3399"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","77","%","13703"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","67","%","2602"
"Percentage of pupils reaching the key stage 1 expected standard in reading","Mixed: Other Mixed","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","79","%","11101"
