"Title","Economic inactivity for 16 to 24 year olds over time"
"Location","England, Wales and Scotland"
"Time period","2004 to 2016"
"Data source","Annual Population Survey https://www.ons.gov.uk/employmentandlabourmarket/peopleinwork/employmentandemployeetypes/qmis/annualpopulationsurveyapsqmi"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"DATE","ECON_STATUS","REGION","ETHNICITY","SEX","AGE_BAND","AGE_GROUP","NUMERATOR","DENOMINATOR","SAMP_SIZE","Value","CONFIDENCE_INTERVAL"
"2007","Inactive","All","Pakistani/Bangladeshi","All","16-24","16-64","127,000","225,766","534","56","6.6"
"2007","Inactive","All","Other Asian","All","16-24","16-64","70,000","113,182","285","62","8.9"
"2007","Inactive","All","Other","All","16-24","16-64","73,000","134,142","299","55","8.9"
"2008","Inactive","All","All","All","16-24","16-64","2,375,000","7,004,090","11,556","34","0.9"
"2008","Inactive","All","White British","All","16-24","16-64","1,728,000","5,573,532","8,851","31","1.5"
"2008","Inactive","All","White Other","All","16-24","16-64","120,000","401,384","546","30","6.1"
"2008","Inactive","All","Black","All","16-24","16-64","116,000","220,629","440","53","7.4"
"2008","Inactive","All","Mixed","All","16-24","16-64","58,000","129,011","238","45","10"
"2008","Inactive","All","Indian","All","16-24","16-64","84,000","175,797","356","48","8.2"
"2008","Inactive","All","Pakistani/Bangladeshi","All","16-24","16-64","117,000","222,763","514","52","6.8"
"2008","Inactive","All","Other Asian","All","16-24","16-64","74,000","125,624","291","59","8.9"
"2008","Inactive","All","Other","All","16-24","16-64","74,000","147,924","298","50","9"
"2009","Inactive","All","All","All","16-24","16-64","2,475,000","7,026,393","11,631","35","0.9"
"2009","Inactive","All","White British","All","16-24","16-64","1,792,000","5,625,295","8,848","32","1.5"
"2009","Inactive","All","White Other","All","16-24","16-64","137,000","389,602","609","35","6"
"2009","Inactive","All","Black","All","16-24","16-64","114,000","221,213","420","52","7.6"
"2009","Inactive","All","Mixed","All","16-24","16-64","62,000","132,777","265","47","9.5"
"2009","Inactive","All","Indian","All","16-24","16-64","84,000","163,884","331","51","8.5"
"2009","Inactive","All","Pakistani/Bangladeshi","All","16-24","16-64","126,000","234,326","540","54","6.6"
"2009","Inactive","All","Other Asian","All","16-24","16-64","79,000","122,165","306","65","8.5"
"2009","Inactive","All","Other","All","16-24","16-64","78,000","128,907","295","60","8.8"
"2010","Inactive","All","All","All","16-24","16-64","2,666,000","7,086,713","12,303","38","0.9"
"2010","Inactive","All","White British","All","16-24","16-64","1,947,000","5,687,034","9,413","34","1.5"
"2010","Inactive","All","White Other","All","16-24","16-64","133,000","356,503","586","37","6.2"
"2010","Inactive","All","Black","All","16-24","16-64","125,000","226,432","460","55","7.2"
"2010","Inactive","All","Mixed","All","16-24","16-64","56,000","123,517","229","45","10.2"
"2010","Inactive","All","Indian","All","16-24","16-64","87,000","171,785","348","51","8.3"
"2010","Inactive","All","Pakistani/Bangladeshi","All","16-24","16-64","135,000","240,222","566","56","6.5"
"2010","Inactive","All","Other Asian","All","16-24","16-64","101,000","145,613","387","70","7.2"
"2010","Inactive","All","Other","All","16-24","16-64","77,000","126,857","297","61","8.8"
"2011","Inactive","All","All","All","16-24","16-64","2,655,000","7,150,299","11,464","37","0.9"
"2011","Inactive","All","White British","All","16-24","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Inactive","All","White Other","All","16-24","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Inactive","All","Black","All","16-24","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Inactive","All","Mixed","All","16-24","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Inactive","All","Indian","All","16-24","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Inactive","All","Pakistani/Bangladeshi","All","16-24","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Inactive","All","Other Asian","All","16-24","16-64","N/A","N/A","N/A","N/A","N/A"
"2011","Inactive","All","Other","All","16-24","16-64","N/A","N/A","N/A","N/A","N/A"
"2012","Inactive","All","All","All","16-24","16-64","2,653,000","7,136,351","11,408","37","0.9"
"2012","Inactive","All","White British","All","16-24","16-64","1,922,000","5,718,290","8,697","34","1.6"
"2012","Inactive","All","White Other","All","16-24","16-64","135,000","310,972","459","44","7.2"
"2012","Inactive","All","Black","All","16-24","16-64","125,000","235,168","466","53","7.2"
"2012","Inactive","All","Mixed","All","16-24","16-64","65,000","154,385","255","42","9.6"
"2012","Inactive","All","Indian","All","16-24","16-64","83,000","181,149","322","46","8.6"
"2012","Inactive","All","Pakistani/Bangladeshi","All","16-24","16-64","139,000","250,271","543","56","6.6"
"2012","Inactive","All","Other Asian","All","16-24","16-64","107,000","157,813","384","68","7.4"
"2012","Inactive","All","Other","All","16-24","16-64","70,000","121,169","263","58","9.4"
"2013","Inactive","All","All","All","16-24","16-64","2,671,000","7,097,495","11,596","38","0.9"
"2013","Inactive","All","White British","All","16-24","16-64","1,937,000","5,666,491","8,831","34","1.6"
"2013","Inactive","All","White Other","All","16-24","16-64","126,000","303,207","492","42","6.9"
"2013","Inactive","All","Black","All","16-24","16-64","134,000","250,571","486","53","7"
"2013","Inactive","All","Mixed","All","16-24","16-64","63,000","166,376","240","38","9.7"
"2013","Inactive","All","Indian","All","16-24","16-64","89,000","165,134","352","54","8.2"
"2013","Inactive","All","Pakistani/Bangladeshi","All","16-24","16-64","134,000","260,561","520","52","6.8"
"2013","Inactive","All","Other Asian","All","16-24","16-64","109,000","159,084","374","69","7.4"
"2013","Inactive","All","Other","All","16-24","16-64","76,000","120,622","290","63","8.8"
"2014","Inactive","All","All","All","16-24","16-64","2,741,000","7,072,095","11,715","39","0.9"
"2014","Inactive","All","White British","All","16-24","16-64","1,942,000","5,564,795","8,750","35","1.6"
"2014","Inactive","All","White Other","All","16-24","16-64","140,000","338,843","515","41","6.7"
"2014","Inactive","All","Black","All","16-24","16-64","143,000","263,040","523","54","6.7"
"2014","Inactive","All","Mixed","All","16-24","16-64","75,000","174,671","298","43","8.9"
"2014","Inactive","All","Indian","All","16-24","16-64","99,000","170,205","378","58","7.9"
"2014","Inactive","All","Pakistani/Bangladeshi","All","16-24","16-64","138,000","251,941","530","55","6.7"
"2014","Inactive","All","Other Asian","All","16-24","16-64","108,000","157,894","374","69","7.4"
"2014","Inactive","All","Other","All","16-24","16-64","86,000","132,863","312","65","8.4"
"2015","Inactive","All","All","All","16-24","16-64","2,630,000","7,047,199","10,868","37","0.9"
"2015","Inactive","All","White British","All","16-24","16-64","1,863,000","5,529,974","8,038","34","1.6"
"2015","Inactive","All","White Other","All","16-24","16-64","123,000","344,523","473","36","6.8"
"2015","Inactive","All","Black","All","16-24","16-64","160,000","287,432","552","56","6.5"
"2015","Inactive","All","Mixed","All","16-24","16-64","78,000","170,411","271","46","9.4"
"2015","Inactive","All","Indian","All","16-24","16-64","92,000","170,634","352","54","8.2"
"2015","Inactive","All","Pakistani/Bangladeshi","All","16-24","16-64","137,000","260,270","544","53","6.6"
"2015","Inactive","All","Other Asian","All","16-24","16-64","102,000","152,858","360","67","7.7"
"2015","Inactive","All","Other","All","16-24","16-64","71,000","120,915","265","59","9.4"
"2016","Inactive","All","All","All","16-24","16-64","2,672,000","6,987,179","9,937","38","1"
"2016","Inactive","All","White British","All","16-24","16-64","1,866,000","5,410,975","7,264","35","1.7"
"2016","Inactive","All","White Other","All","16-24","16-64","136,000","377,016","458","36","6.9"
"2016","Inactive","All","Black","All","16-24","16-64","140,000","281,605","444","50","7.3"
"2016","Inactive","All","Mixed","All","16-24","16-64","82,000","173,416","272","47","9.4"
"2016","Inactive","All","Indian","All","16-24","16-64","94,000","159,846","321","59","8.5"
"2016","Inactive","All","Pakistani/Bangladeshi","All","16-24","16-64","150,000","267,068","518","56","6.8"
"2016","Inactive","All","Other Asian","All","16-24","16-64","121,000","178,655","380","68","7.4"
"2016","Inactive","All","Other","All","16-24","16-64","79,000","130,524","262","61","9.3"
