"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Local_Authority","Local_Authority_Code","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","London","Croydon","E09000008","80","%","4173"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","London","Lewisham","E09000023","77","%","3277"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","London","Merton","E09000024","84","%","2059"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","London","Havering","E09000016","84","%","2796"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","London","Tower Hamlets","E09000030","84","%","3198"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","London","Haringey","E09000014","81","%","2827"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","London","Bexley","E09000004","80","%","2972"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","London","Barking and Dagenham","E09000002","81","%","3166"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","London","Waltham Forest","E09000031","82","%","3164"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","Stockton-on-Tees","E06000004","80","%","2339"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","Gateshead","E08000037","82","%","1994"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","Hartlepool","E06000001","81","%","1149"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","Middlesbrough","E06000002","78","%","1792"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","North Tyneside","E08000022","79","%","2329"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","Redcar and Cleveland","E06000003","83","%","1622"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","Sunderland","E08000024","81","%","3067"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","Darlington","E06000005","78","%","1268"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","County Durham","E06000047","79","%","5425"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","South Tyneside","E08000023","79","%","1572"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","Northumberland","E06000057","74","%","3345"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North East","Newcastle upon Tyne","E08000021","78","%","2729"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Knowsley","E08000011","74","%","1843"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Liverpool","E08000012","75","%","4826"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Salford","E08000006","78","%","2672"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Wigan","E08000010","80","%","3623"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Oldham","E08000004","77","%","3295"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Bury","E08000002","80","%","2233"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Lancashire","E10000017","78","%","13223"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Stockport","E08000007","80","%","3270"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Blackpool","E06000009","78","%","1546"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Wirral","E08000015","75","%","3651"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Blackburn with Darwen","E06000008","79","%","2045"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Cumbria","E10000006","76","%","5021"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Bolton","E08000001","79","%","3675"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Trafford","E08000009","85","%","2857"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Tameside","E08000008","77","%","2745"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Sefton","E08000014","80","%","2924"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","St. Helens","E08000013","78","%","2009"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire West and Chester","E06000050","79","%","3643"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Cheshire East","E06000049","81","%","3904"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Manchester","E08000003","79","%","6321"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Rochdale","E08000005","77","%","2742"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Warrington","E06000007","83","%","2397"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","North West","Halton","E06000006","75","%","1580"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Surrey","E10000030","81","%","11395"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Windsor and Maidenhead","E06000040","79","%","1462"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Brighton and Hove","E06000043","78","%","2515"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Portsmouth","E06000044","75","%","2039"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Southampton","E06000045","76","%","2438"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Isle of Wight","E06000046","70","%","1344"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Kent","E10000016","76","%","16554"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Hampshire","E10000014","78","%","14042"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Medway","E06000035","70","%","3266"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","West Sussex","E10000032","74","%","8578"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Milton Keynes","E06000042","80","%","3385"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","West Berkshire","E06000037","76","%","1724"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Reading","E06000038","78","%","1575"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","East Sussex","E10000011","71","%","5247"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Slough","E06000039","81","%","2112"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Bracknell Forest","E06000036","76","%","1277"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Oxfordshire","E10000025","77","%","6923"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Buckinghamshire","E10000002","79","%","5754"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South East","Wokingham","E06000041","85","%","1926"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Swindon","E06000030","79","%","2579"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bournemouth","E06000028","77","%","1577"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Devon","E10000008","76","%","7651"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","South Gloucestershire","E06000025","78","%","3076"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Poole","E06000029","72","%","1337"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Dorset","E10000009","73","%","4047"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bath and North East Somerset","E06000022","79","%","1742"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Wiltshire","E06000054","74","%","4978"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Gloucestershire","E10000013","77","%","6241"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Torbay","E06000027","76","%","1283"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Plymouth","E06000026","76","%","2723"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Cornwall","E06000052","73","%","5694"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","North Somerset","E06000024","75","%","2222"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Somerset","E10000027","74","%","5622"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Bristol, City of","E06000023","76","%","4339"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","South West","Isles of Scilly","E06000053","76","%","17"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Sandwell","E08000028","77","%","4233"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Wolverhampton","E08000031","79","%","3014"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Telford and Wrekin","E06000020","77","%","2099"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Herefordshire, County of","E06000019","76","%","1758"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Stoke-on-Trent","E06000021","73","%","2814"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Staffordshire","E10000028","78","%","9039"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Walsall","E08000030","74","%","3659"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Worcestershire","E10000034","73","%","5933"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Shropshire","E06000051","75","%","2765"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Warwickshire","E10000031","77","%","5886"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Dudley","E08000027","73","%","3696"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Solihull","E08000029","79","%","2595"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Birmingham","E08000025","78","%","15078"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","West Midlands","Coventry","E08000026","78","%","3905"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Wakefield","E08000036","72","%","3775"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","East Riding of Yorkshire","E06000011","77","%","3388"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","York","E06000014","76","%","1880"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North East Lincolnshire","E06000012","74","%","1850"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Rotherham","E08000018","76","%","3112"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kirklees","E08000034","76","%","5257"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Yorkshire","E10000023","74","%","6017"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Barnsley","E08000016","75","%","2665"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Calderdale","E08000033","76","%","2651"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Leeds","E08000035","75","%","8636"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","North Lincolnshire","E06000013","76","%","1920"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Bradford","E08000032","75","%","7565"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Doncaster","E08000017","72","%","3500"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Kingston upon Hull, City of","E06000010","76","%","2984"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","All","ONS 2001 5+1","2016/2017","Academic year","Yorkshire and The Humber","Sheffield","E08000019","74","%","5829"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Essex","E10000012","91","%","369"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Norfolk","E10000020","89","%","113"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Bedford","E06000055","77","%","316"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Hertfordshire","E10000015","87","%","991"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Suffolk","E10000029","87","%","132"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Central Bedfordshire","E06000056","83","%","81"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Cambridgeshire","E10000003","82","%","244"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Peterborough","E06000031","78","%","503"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Luton","E06000032","82","%","1351"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Thurrock","E06000034","93","%","94"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East","Southend-on-Sea","E06000033","93","%","109"
"Percentage of pupils reaching the key stage 2 expected standard in grammar, punctuation and spelling","Asian","ONS 2001 5+1","2016/2017","Academic year","East Midlands","Leicestershire","E10000018","86","%","551"
