"Title","Writing attainments for children aged 6 to 7 (key stage 1)"
"Location","England"
"Time period","2016/17"
"Data source","Department for Education"
"Data source link","https://www.gov.uk/government/statistics/phonics-screening-check-and-key-stage-1-assessments-england-2017"
"Source","https://www.ethnicity-facts-figures.service.gov.uk"
"Last updated","2018-08-01"
"Measure","Ethnicity","Ethnicity_Type","Time","Time_Type","Geography","Geography_Code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","56","%","1023"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","64","%","4152"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","76","%","5208"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","72","%","1028"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Bangladeshi","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","76","%","4180"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","77","%","18435"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","65","%","977"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","78","%","17458"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","72","%","9412"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","62","%","464"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","73","%","8948"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","83","%","9023"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","69","%","513"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Indian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","84","%","8510"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","63","%","28158"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","56","%","4591"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","65","%","23567"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","57","%","14430"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","48","%","2330"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","58","%","12100"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","70","%","13728"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","63","%","2261"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Pakistani","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","72","%","11467"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","72","%","11336"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","61","%","1280"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","73","%","10056"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","66","%","5756"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","55","%","660"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","67","%","5096"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","78","%","5580"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","67","%","620"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Asian: Other Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","80","%","4960"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","69","%","35798"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","62","%","9262"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","71","%","26536"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","62","%","18178"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","54","%","4686"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","65","%","13492"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","76","%","17620"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","70","%","4576"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","78","%","13044"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","71","%","24111"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","64","%","5943"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","73","%","18168"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","64","%","12246"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","56","%","3028"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","67","%","9218"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","77","%","11865"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","72","%","2915"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","79","%","8950"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","64","%","6818"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","57","%","1987"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","67","%","4831"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","56","%","3419"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","47","%","969"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","60","%","2450"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","71","%","3399"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","67","%","1018"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","73","%","2381"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","66","%","4869"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","59","%","1332"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","69","%","3537"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","60","%","2513"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","52","%","689"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","63","%","1824"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","73","%","2356"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","67","%","643"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Black: Other Black","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","76","%","1713"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","77","%","2983"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","74","%","233"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","77","%","2750"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","72","%","1539"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","71","%","124"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","73","%","1415"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","82","%","1444"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","78","%","109"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Chinese","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","82","%","1335"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","68","%","37891"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","56","%","8106"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","71","%","29785"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","61","%","19275"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","48","%","4120"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","64","%","15155"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","75","%","18616"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","64","%","3986"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: All","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","78","%","14630"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","73","%","8877"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","56","%","1304"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","76","%","7573"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","66","%","4602"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","48","%","682"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","69","%","3920"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","79","%","4275"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","64","%","622"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Asian","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","82","%","3653"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","69","%","5503"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","58","%","1229"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","72","%","4274"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","62","%","2772"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","51","%","608"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","65","%","2164"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","75","%","2731"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","65","%","621"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed:White and Black African","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","78","%","2110"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","All","61","%","9808"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","FSM","53","%","2971"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","All","Non-FSM","65","%","6837"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","All","54","%","4939"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","FSM","44","%","1501"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Boys","Non-FSM","58","%","3438"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","All","70","%","4869"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","FSM","63","%","1470"
"Percentage of pupils reaching the key stage 1 expected standard in writing","Mixed: White and Black Caribbean","ONS 2001 16+1 plus Irish Traveller and Gypsy/Roma","2015/2016","Academic year","England","E92000001","Girls","Non-FSM","72","%","3399"
