"Title","EBacc achievement by ethnicity, gender and free school meals (FSM)"
"Location","England"
"Time period","2015/16"
"Data source","Key stage 4 statistics https://www.gov.uk/government/statistics/revised-gcse-and-equivalent-results-in-england-2015-to-2016"
"Source","https://www.ethnicityfactsandfigures.digitalbeta.org.uk"

"Measure","Time","Time Type","Ethnicity","Ethnicity Type","Geography","Geography type","ONS geography code","Gender","FSM","Value","Denominator","Lower confidence interval","Upper confidence interval","Notes","New grouping"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","England","Country","E92000001","Girls","All other pupils","36","9214","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","Girls","All other pupils","25","2742","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","Girls","All other pupils","35","1079","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","Girls","All other pupils","45","2177","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","Girls","All other pupils","39","3216","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","England","Country","E92000001","Girls","All other pupils","41","20365","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","Girls","All other pupils","50","6222","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","Girls","All other pupils","31","7735","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","Girls","All other pupils","39","2886","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","Girls","All other pupils","49","3522","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","England","Country","E92000001","Girls","All other pupils","32","10786","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","Girls","All other pupils","25","2817","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - African","DFE","England","Country","E92000001","Girls","All other pupils","36","6669","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","Girls","All other pupils","30","1300","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","Girls","All other pupils","61","930","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","Girls","All other pupils","39","2913","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","unclassified","DFE","England","Country","E92000001","Girls","All other pupils","28","2329","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","All - England","DFE","England","Country","E92000001","Girls","All other pupils","33","229635","NA","NA","","Non-FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","5","25284","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - British","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","5","23654","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","9","115","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish Traveller","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","!","41","NA","NA","Suppressed","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","!","157","NA","NA","Suppressed","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Any other","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","15","1317","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","9","2121","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","5","816","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","11","275","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","9","362","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","14","668","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","15","4724","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","18","539","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","11","2396","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","20","1267","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","20","522","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","11","3317","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","5","838","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - African","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","13","2075","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","10","404","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","27","67","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","19","1060","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","unclassified","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","7","507","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","All - England","DFE","England","Country","E92000001","Boys","Pupils eligible for free school meals","8","37080","NA","NA","","FSM Boys"
"Percentage achieving the English Baccalaureate","2016","Academic year","White","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","9","24311","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - British","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","8","22784","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","12","98","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Irish Traveller","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","!","32","NA","NA","Suppressed","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Gypsy/Roma","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","!","173","NA","NA","Suppressed","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","White - Any other","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","21","1224","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","15","2119","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - Caribbean","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","11","804","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Black - African","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","17","254","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - White and Asian","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","16","370","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Mixed - Any other ","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","18","691","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","25","4294","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Indian","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","31","503","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Pakistani","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","20","2140","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Bangladeshi","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","28","1194","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Asian - Any other","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","32","457","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","21","3227","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Caribbean","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","14","851","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - African","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","26","2011","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Black - Any other ","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","17","365","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Chinese","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","57","63","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","Other","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","27","964","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","unclassified","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","12","470","NA","NA","","FSM Girls"
"Percentage achieving the English Baccalaureate","2016","Academic year","All - England","DFE","England","Country","E92000001","Girls","Pupils eligible for free school meals","13","35448","NA","NA","","FSM Girls"
